egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-A1-011,Guideword: FORM: 'BE' + COMPLEMENT. CanDo: Can use linking verb 'be' with complements.,SuperCategory: VERBS. SubCategory: linking,A1,系动词'be'的基本用法：描述状态与身份,Because today is my birthday.、Martin is from Poland.、My house is very clean.,be、is、are、am,,,"系动词,补语,be动词,主语,状态描述",
GG-A1-012,Guideword: FORM: MODAL VERBS. CanDo: Can use a limited range of modal verbs + subject + main verb to form 'yes/no' questions.  ► can,SuperCategory: QUESTIONS. SubCategory: yes/no,A1,情态动词can构成的一般疑问句,"Can you come to dinner in my house?、I can't find my CD, can you bring some music please?",can you、can i、can he、can she,,,"情态动词,一般疑问句,动词原形,can,主语",
GG-A1-013,Guideword: FORM: (SUBJECT) QUESTIONS WITH 'BE'. CanDo: Can use the pronouns 'you' and 'it' after 'be' in question forms.,SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,疑问句中使用'be'动词搭配代词'you'和'it',"Hi, Mrs. Bishop. How are you? (Skills for Life (Entry 1); ; A1 BREAKTHROUGH; 2009; Tagalog; Pass)、Is it OK? (Skills for Life (Entry 1); ; A1 BREAKTHROUGH; 2009; Romanian; Pass)",how are、is it、are you,,,"be动词,疑问句,代词,主语,词序",
GG-A1-014,Guideword: FORM: (OBJECT) 'IT'. CanDo: Can use the pronoun 'it' as a direct object to refer to an object or situation already referred to.,SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,代词it作直接宾语：指代已提及的事物或情况,"The maths is boring and I don't like it. (Skills for Life (Entry 1); A1; Portuguese)、If you can't find it, call me. (Skills for Life (Entry 1); A1; Turkish)、Do you like it too? (Skills for Life (Entry 1); A1; German)",like it、find it、want it、see it,,,"代词it,直接宾语,指代,单数,及物动词",
GG-A1-015,"Guideword: FORM: (OBJECT) WITH PREPOSITION. CanDo: Can use the object pronouns 'me', 'you', 'him', 'her', 'it', 'us' and 'them' in the object position after prepositions.",SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,"介词后的宾语代词：me, you, him, her, it, us, them",I really like to learn new words. It's very important for me. (Skills for Life (Entry 1); A1; Polish)、Sometimes I go with her. (Skills for Life (Entry 1); A1; Polish)、Can you bring some music so we can listen to it. (Skills for Life (Entry 1); A1; no L1 specified)、I spend my free time with them. (Skills for Life (Entry 1); A1; Lithuanian),for、with、to、about,,,"宾语代词,介词,主语代词,词序,固定搭配",
GG-A1-016,"Guideword: FORM: (SUBJECT) QUESTIONS. CanDo: Can use the pronouns 'I', 'you', 'we' and 'they' after an auxiliary or modal verb in question forms.",SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,"主语代词在疑问句中的用法：I, you, we, they",Can I help you? (Skills for Life (Entry 1); A1; Arabic – other)、What do you think about that? (Skills for Life (Entry 1); A1; French)、Can we have a chat? (Skills for Life (Entry 1); A1; Russian),can i、do you、can we、what do you,,,"主语代词,疑问句,助动词,情态动词,词序",
GG-A1-017,"Guideword: FORM: (OBJECT) 'ME', 'YOU', 'HER', 'HIM', 'US', 'THEM'. CanDo: Can use the pronouns 'me', 'you', 'him', 'her', 'us' and 'them' in the direct object position after a transitive verb.",SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,"英语代词宾格：me, you, him, her, us, them的用法","I'm very happy that you want to see me. (Skills for Life (Entry 1); A1; German)、I can see her on Saturday at 8 pm. (Skills for Life (Entry 1); A1; Arabic)、It protects us from rain, wind and sun. (Skills for Life (Entry 1); A1; Portuguese)、You will find a lot of different shops … I hope you'll like them. (Skills for Life (Entry 1); A1; Russian)",see、help、call、visit、like、invite、protect、find,,,"宾格代词,及物动词,宾语位置,代词变化,动作接受者",
GG-A1-018,Guideword: FORM: (SUBJECT) 'IT' FOR FIRST PERSON. CanDo: Can use the pronoun 'it' before 'be' to refer to a first person speaker or writer.,SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,代词'it'用于第一人称介绍：It's + 人名/身份,"Hello Mrs Bishop. It's Clarisse (Skills for Life (Entry 1); A1; French)、Dear Cris, it's me, Paarth.",it's、it was、it is,,,"代词it,第一人称,自我介绍,be动词,非正式用语",
GG-A1-019,"Guideword: FORM: (SUBJECT) STATEMENTS. CanDo: Can use the pronouns 'I', 'you', 'he', 'she', 'it', 'we' and 'they' in the subject position before a verb in statements.",SuperCategory: PRONOUNS. SubCategory: subject/ object,A1,"主语代词在陈述句中的用法：I, you, he, she, it, we, they","In my free time I go shopping and I like swimming. (Skills for Life (Entry 1); A1; Polish)、If you want, you can go inside. (Skills for Life (Entry 1); A1; Hindi)、He prefers chess. (Skills for Life (Entry 1); A1; Singhalese)、My friend's name is Julissa, she is from Ecuador and she lives near my home. (Skills for Life (Entry 1); A1; Spanish)、I like my home because it is a beautiful home. It has a big garden and a good sitting room. (Skills for Life (Entry 1); A1; Pashto)、I like my front garden because it's very nice and warm. (Skills for Life (Entry 1); A1; Czech)、They're nice people. (Skills for Life (Entry 1); A1; Arabic)",i go、you can、he is、she likes、it has、we are、they live,,,"主语代词,陈述句,词序,指代,动词前位置",
GG-A1-020,Guideword: FORM: OBJECT. CanDo: Can use a limited range of indefinite pronouns as objects.,"SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A1,"不定代词作宾语：everything, something, anything等","I like doing everything at College because I love my college …、I like to eat everything.、I can clean your house and cook something for you.、If you need anything, please let me know.",like everything、cook something、need anything,,,"不定代词,宾语,everything,something,anything",
GG-A1-021,"Guideword: FORM: 'EVERYTHING', SUBJECT. CanDo: Can use 'everything' as subject, with a singular verb.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A1,不定代词everything作主语：单数动词搭配,I hope everything is all right.、[talking about the countryside] Everything is nice and green there.,everything is、everything looks、everything has、everything seems,,,"不定代词,everything,单数动词,主语,主谓一致",
GG-A1-022,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: PRESENT. SubCategory: present continuous,A1,现在进行时肯定形式：描述正在进行的动作,"I am sending you some flowers, because you are not well.、I am writing to tell you what I do every day at college.",sending、writing、doing、playing,,,"现在进行时,肯定形式,be动词,动词-ing,正在进行",
GG-A1-023,Guideword: USE: EVENTS IN PROGRESS. CanDo: Can use the present continuous with a limited range of verbs to talk about situations and events in progress.,SuperCategory: PRESENT. SubCategory: present continuous,A1,现在进行时：描述正在进行的动作或事件,[in a message to someone who is ill] We are missing you.、I am sending you these flowers because I think that you will like these pretty flowers and you will get well soon.、I really like it when we are doing more speaking.,missing you、sending flowers、doing more speaking,,,"现在进行时,动词-ing形式,进行中的动作,时间状语,be动词",
GG-A1-024,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form with a limited range of regular and irregular verbs.,SuperCategory: PRESENT. SubCategory: present simple,A1,一般现在时否定形式：don't/doesn't + 动词原形,I don't like meat and fish.、You don’t know the place.,don't like、don't know、doesn't have、doesn't want,,,"一般现在时,否定形式,don't,doesn't,动词原形,第三人称单数",
GG-A1-025,"Guideword: USE: HABITS AND GENERAL FACTS. CanDo: Can use the present simple to talk about repeated events or habits, and general facts.",SuperCategory: PRESENT. SubCategory: present simple,A1,一般现在时：谈论习惯与普遍事实,"I work in a supermarket.、I like my place because it is quiet, the people are nice, it is near the town centre, not too far from the college and my flat is lovely.、It takes 25 minutes by car, but by bus it takes 1 hour …、I watch TV in the evening. I read books at night.、She goes to work by bus.",every day、usually、often、always,,,"一般现在时,习惯,普遍事实,第三人称单数,频率副词",
GG-A1-026,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with a limited range of regular and irregular verbs.,SuperCategory: PRESENT. SubCategory: present simple,A1,一般现在时肯定句：规则与不规则动词用法,Every day at college I learn new words and new things.、I am your new neighbour.、She plays tennis and she likes going to the swimming pool.,every day、at college、new neighbour、swimming pool,,,"一般现在时,肯定句,第三人称单数,动词变化,日常活动",
GG-A1-027,Guideword: FORM: WITH 'REALLY'. CanDo: Can use the present simple with the adverb 'really' as an intensifier. ► adverbs,SuperCategory: PRESENT. SubCategory: present simple,A1,一般现在时与程度副词'really'的搭配使用,"I really like my kitchen, because it is big and new and it makes my cooking easy.、I really want to see you.",really like、really want、really need、really enjoy,,,"一般现在时,程度副词,really,强调语气,动词位置,日常表达",
GG-A1-028,Guideword: FORM: PREPOSITION + NOUN PHRASE. CanDo: Can form prepositional phrases with a preposition and a noun phrase.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A1,介词短语：介词+名词短语的构成与用法,"When I have free time, I go to the park with my dog.、We have lots of vegetables and fruit in the summer.、We sometimes meet friends or go to the Sports Center at the weekend.",go to、in the、at the、with my,,,"介词短语,名词短语,状语,时间表达,地点表达",
GG-A1-029,Guideword: FORM: SIMPLE. CanDo: Can use a limited range of simple (single-word) prepositions.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A1,"基础介词：to, in, for, with, at 的简单用法",I'm sending some flowers to you.、He works in Bognor Regis.、I can cook some food for you.、I usually go shopping with her in Chester.、Can you come on Saturday at five o'clock in the afternoon?、I will come to your house on time.,send to、work in、cook for、go with、come at,,,"介词,方向,地点,目的,伴随,时间",
GG-A1-030,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with a limited range of regular and irregular verbs.,SuperCategory: PAST. SubCategory: past simple,A1,一般过去时肯定句：规则与不规则动词的肯定形式,Every day at college I went to class at 9 am.、I met her about ten years ago.、My grandmother lived in a village and I often went there.,yesterday、last week、ago、often,,,"一般过去时,肯定句,动词过去式,规则动词,不规则动词,时间状语",
GG-A1-031,Guideword: USE: EVERYDAY EVENTS AND STATES. CanDo: Can use the past simple to talk about everyday events or states.,SuperCategory: PAST. SubCategory: past simple,A1,一般过去时：描述日常事件与状态,"The people were very polite.、Every time I went to Hendon Park, I saw so many people there.、I liked this place very much.",went to、saw、liked、were,,,"一般过去时,动词过去式,日常事件,过去状态,时间状语",
GG-A1-032,Guideword: FORM: ADJECTIVE + PLURAL NOUN. CanDo: Can form simple noun phrases by pre-modifying plural nouns with an adjective and no determiner.,SuperCategory: NOUNS. SubCategory: noun phrases,A1,形容词修饰复数名词短语：无冠词结构,I have new neighbours.、They're nice people.、This place has nice shops.、I like reading interesting books in the Library.,new neighbours、nice people、nice shops、interesting books,,,"形容词,复数名词,名词短语,无冠词结构,前置修饰",
GG-A1-033,Guideword: FORM: DETERMINER + ADJECTIVE + NOUN. CanDo: Can form simple noun phrases by pre-modifying singular and plural nouns with an adjective after a determiner.,SuperCategory: NOUNS. SubCategory: noun phrases,A1,名词短语：限定词+形容词+名词,Martin is my best friend.、We have a big garden and a small swimming pool.、Her favourite colours are blue and black.,best friend、big garden、favourite colours、small swimming pool,,,"名词短语,限定词,形容词,词序,单复数",
GG-A1-034,Guideword: FORM: DETERMINER + NOUN. CanDo: Can form simple noun phrases with a limited range of determiners + singular and plural nouns. ► Nouns and noun phrases: functions,SuperCategory: NOUNS. SubCategory: noun phrases,A1,限定词+名词短语：基础名词短语构成,There is also a park near my house.、My husband is a teacher.、That's why I like this place.、I go to college every day.,a park、my husband、this place、every day,,,"限定词,名词短语,不定冠词,定冠词,物主限定词,指示限定词",
GG-A1-035,Guideword: FORM: NOUN + NOUN. CanDo: Can form noun phrases by pre-modifying a limited range of nouns with another noun.,SuperCategory: NOUNS. SubCategory: noun phrases,A1,名词短语：名词+名词修饰结构,"Every Friday I go swimming and play computer games.、I am having a dinner party on Friday 25 December at 7 pm.、Can you come to my house on Friday evening?、My girlfriend likes vegetable pasta with tomato sauce, because she is vegetarian.",friday evening、computer games、vegetable pasta、tomato sauce,,,"名词短语,修饰名词,核心名词,词序,时间表达",
GG-A1-036,"Guideword: FORM: PROPER NOUNS. CanDo: Can use proper nouns with a capital letter to refer to specific people, places, days and things.",SuperCategory: NOUNS. SubCategory: types,A1,专有名词：大写字母表示特定人、地、日、物,"I want to see you on Saturday and Sunday.、In Leicester I live in an area called Hamilton.、This place is Gloscat College in Gloucester.、My friend is called Monika , she comes from Poland.",saturday、sunday、leicester、hamilton、gloscat college、gloucester、monika、poland,,,"专有名词,大写字母,特定性,人名,地名,日期,机构名",
GG-A1-037,Guideword: FORM: COMMON NOUNS. CanDo: Can use a limited range of common nouns.,SuperCategory: NOUNS. SubCategory: types,A1,A1级别基础名词：常见普通名词的识别与使用,My house is in Ilford.、In my free time I go shopping and I like swimming.、My friend is called Jessica.,my house、free time、go shopping、my friend,,,"普通名词,常见名词,所有格代词,主语,宾语",
GG-A1-038,"Guideword: FORM: COMPOUND NOUNS. CanDo: Can use a range of compound nouns, as one-word, two-word and hyphenated compounds, formed from verb + noun, noun + noun and adjective + noun combinations.",SuperCategory: NOUNS. SubCategory: types,A1,复合名词：动词+名词、名词+名词、形容词+名词组合,"She likes to go to the swimming pool and to the gym.、There are seven rooms: three bedrooms, a living room, a kitchen and there are two bathrooms.、My house is next to the bus stop.、My home is in Belfast, near the city centre.、There's a supermarket and  a post office .、He likes sports like ice-hockey and table tennis.、I buy wines and ice-cream.",swimming pool、bus stop、city centre、post office,,,"复合名词,动词+名词,名词+名词,形容词+名词,书写形式",
GG-A1-039,Guideword: FORM: PLURAL '-S'. CanDo: Can form plurals by adding '-s' to common countable nouns.,SuperCategory: NOUNS. SubCategory: plural,A1,可数名词复数形式：基本规则加'-s',"We play computer games.、You have to walk just 5 minutes down the road.、My favourite season is  summer, because it's very hot and there are a lot of flowers and nice trees.",computer games、flowers、trees,,,"可数名词,复数形式,加-s,规则变化,基本语法",
GG-A1-040,Guideword: FORM: AS SUBJECTS. CanDo: Can use nouns and noun phrases as subjects of the clause.,SuperCategory: NOUNS. SubCategory: noun phrases - grammatical functions,A1,名词短语作主语：句子开头的名词用法,"His name is Stanislav.、My friends are from Poland, Hungary, Libya, and Morocco.",his name、my friends、be from、is called,,,"主语,名词短语,句首位置,谓语动词,单复数一致",
GG-A1-041,Guideword: FORM: AS COMPLEMENT OF PREPOSITIONS. CanDo: Can use nouns and noun phrases as complements of prepositions in prepositional phrases.,SuperCategory: NOUNS. SubCategory: noun phrases - grammatical functions,A1,介词短语中的名词补语：名词和名词短语作介词宾语,I invite you and your family to come to my house for dinner.、I like everything in my house.,in、on、at、for、to,,,"介词短语,名词补语,介词宾语,状语,定语",
GG-A1-042,Guideword: FORM: AS OBJECTS. CanDo: Can use nouns and noun phrases as objects of the clause.,SuperCategory: NOUNS. SubCategory: noun phrases - grammatical functions,A1,名词短语作宾语：句子中的动作承受者,"I love my house.、When I have time, I visit my family.",love、have、visit、know,,,"宾语,名词短语,及物动词,宾格代词,动作承受者",
GG-A1-043,Guideword: FORM: AS ADJUNCTS. CanDo: Can use nouns and noun phrases as adjuncts in some time expressions.,SuperCategory: NOUNS. SubCategory: noun phrases - grammatical functions,A1,"名词短语作时间状语：tomorrow morning, next week等表达","But if not, then I will see you tomorrow morning.、I can go to see her tomorrow because I am going to a job interview today.、I will write to you again next week.",tomorrow morning、next week、today、tomorrow,,,"名词短语,时间状语,时间表达,无介词,未来时间",
GG-A1-044,Guideword: FORM: AS COMPLEMENT OF 'BE'. CanDo: Can use nouns and noun phrases as complements of the verb 'be'.,SuperCategory: NOUNS. SubCategory: noun phrases - grammatical functions,A1,名词短语作be动词补语：描述身份、状态和存在,"There is a big garden.、Hi Rie, It's Mohamad.、He is a student in B6 College.",there is、it's、be a,,,"名词短语,be动词补语,身份描述,存在句,主语一致性",
GG-A1-045,"Guideword: FORM: AUXILIARY VERB 'DO', PRESENT. CanDo: Can form negative statements of main verbs in the present simple with 'don't' + main verb. ► present simple ► can",SuperCategory: NEGATION. SubCategory: negation,A1,现在时否定句：don't + 动词原形,"I don't have a dining room, so we eat in the living room.、We don't like other lessons, for example: French language.",don't have、don't like、don't know、don't want,,,"否定句,现在时,don't,动词原形,简单现在时",
GG-A1-046,"Guideword: FORM: MAIN VERB 'BE'. CanDo: Can form negative statements of main verb 'be', with contracted and uncontracted forms.",SuperCategory: NEGATION. SubCategory: negation,A1,系动词be的否定形式：完整式与缩写式,My college is not very big.、I know you are not well.、I'm not a good swimmer.、This place isn't big.,is not、are not、am not、isn't、aren't、i'm not,,,"系动词be,否定形式,缩写形式,isn't,aren't,I'm not",
GG-A1-047,Guideword: FORM: MODAL VERB 'CAN'. CanDo: Can use negative form 'can’t'.,SuperCategory: NEGATION. SubCategory: negation,A1,情态动词can的否定形式：can't,"In winter, we can't go visiting because it is too cold.、I can't find my CD.",can't find、can't go、can't see、can't understand,,,"情态动词,否定形式,can't,动词原形,日常表达",
GG-A1-048,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can的肯定形式：表达能力与可能性,"You can see a lot of special places in Wroclaw.、You can make a quick snack, for example, a sandwich.",can see、can make、can find、can help,,,"情态动词,肯定形式,动词原形,能力表达,可能性",
GG-A1-049,Guideword: FORM: QUESTION. CanDo: Can use the affirmative question form.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can的肯定疑问句形式,Can you come for dinner Monday at 6.00 pm?、Can we go to the park on the Sunday?,can you、can i、can we、can they,,,"情态动词,肯定疑问句,动词原形,能力询问,请求许可",
GG-A1-050,Guideword: FORM: NEGATIVE. CanDo: Can use the negative forms.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can的否定形式：cannot与can't,I cannot come to see you.、I'm very nervous and I can't say anything.,cannot、can't、come、say,,,"情态动词,否定形式,cannot,can't,动词原形",
GG-A1-051,Guideword: USE: OFFERS. CanDo: Can use 'can' to make an offer.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can：用于提出帮助或建议,"Can I help you?、What can I do for you?、How can I help you?、If you want, I can come to your house and I can help you with for example some housework on Sunday this weekend.",can i、what can、how can、i can,,,"情态动词,提出帮助,Can I,动词原形,礼貌询问",
GG-A1-052,Guideword: USE: ABILITY. CanDo: Can use 'can' to talk about ability to do something.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can：表达能力,I can cook.、I can write English.、[talking about someone with a physical disability] He cannot go up stairs.、[talking about reading in English] I can’t read very well.,can swim、can speak、can't read、can cook,,,"情态动词,能力表达,动词原形,肯定否定形式,日常技能",
GG-A1-053,Guideword: USE: REQUESTS. CanDo: Can use 'can' to make a request.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can：礼貌请求的用法,Can you come on Sunday at seven o’clock?、Can you call me?,can you、help、tell、pass、come,,,"情态动词,can,请求,礼貌用语,动词原形",
GG-A1-054,Guideword: USE: POSSIBILITY. CanDo: Can use 'can' to talk about possibility.,SuperCategory: MODALITY. SubCategory: can,A1,情态动词can：表示可能性,"The shop is next to the post office. There you can find milk, juices and sweets but you can't buy meat.、I cannot see you today.、I'm sorry I can't see you now because I am very busy at work.",can find、can buy、can see、can't,,,"情态动词,可能性,can,动词原形,否定形式",
GG-A1-055,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative forms.,SuperCategory: MODALITY. SubCategory: will,A1,情态动词will的肯定形式：表达未来意愿和计划,I will be at your house at 7.30 because I have an appointment before.、I'll come to see you tomorrow morning.,will be、will have、will go、will see,,,"情态动词,未来时态,动词原形,时间状语,缩写形式",
GG-A1-056,Guideword: USE: PLANS AND INTENTIONS. CanDo: Can use 'will' to talk about plans and intentions.,SuperCategory: MODALITY. SubCategory: will,A1,情态动词will：表达计划和意图,I will bring some music to the dinner.、I'll see you tomorrow.,i will、i'll、will not、won't,,,"情态动词,未来时,计划和意图,动词原形,缩写’ll",
GG-A1-057,Guideword: USE: INVITATIONS WITH 'LIKE'. CanDo: Can use 'would like to invite' to make invitations.,SuperCategory: MODALITY. SubCategory: would,A1,邀请表达：would like to invite,"I would like to invite you to dinner in my house on Saturday at 7 30 pm.、Dear Neighbours, I would like to invite you to my home for dinner.",would like to invite、invite to、like to invite,,,"would like,invite,礼貌邀请,正式表达,不定式",
GG-A1-058,Guideword: FORM: AFFIRMATIVE WITH 'LIKE'. CanDo: Can use the affirmative form with 'like'.,SuperCategory: MODALITY. SubCategory: would,A1,情态动词would的肯定式：would like to的用法,I'd like to invite you to dinner.、I would like to eat some Spanish food.,would like to、i'd like to、would you like to,,,"would like to,情态动词,肯定式,礼貌请求,动词原形",
GG-A1-059,Guideword: USE: WISHES AND PREFERENCES WITH 'LIKE'. CanDo: Can use 'would like' to talk about wishes and preferences.,SuperCategory: MODALITY. SubCategory: would,A1,表达愿望与偏好的句型：would like,"If possible, I'd like to come to see you on Tuesday afternoon.、I would like to eat chicken, potatoes and some vegetables.",would like、would like to、would you like,,,"would like,愿望,偏好,礼貌请求,动词不定式",
GG-A1-060,Guideword: FORM: AFFIRMATIVE 'WILL'. CanDo: Can use the affirmative forms 'will' and ''ll'.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),A1,一般将来时肯定式：will和'll的用法,I will see you soon.、I'll come at 7 o'clock.,will、'll、soon、tomorrow,,,"一般将来时,will,'ll,动词原形,将来时态",
GG-A1-061,Guideword: USE: PLANS AND INTENTIONS WITH 'WILL'. CanDo: Can use 'will' and ''ll' to talk about plans and intentions.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),A1,一般将来时：用will表达计划和意图,I will try to come to see you tomorrow.、I'll bring a football ball with me.,will try、will bring、will come、will help,,,"一般将来时,will,计划,意图,即时决定",
GG-A1-062,"Guideword: FORM: WITH NOUNS. CanDo: Can use articles 'the', 'a' and 'an' before nouns. ► noun phrases",SuperCategory: DETERMINERS. SubCategory: articles,A1,冠词基础用法：the、a、an与名词搭配,She lives in a small flat in the town - it's great!、I have an appointment with my G.P. at 5.45 pm.,a small flat、an appointment、the town,,,"冠词,定冠词,不定冠词,名词短语,特指与泛指",
GG-A1-063,Guideword: FORM: 'A' + 'VERY' + ADJECTIVES. CanDo: Can use 'a' + 'very' + adjectives in basic noun phrases. ► adverbs ►  noun phrases,SuperCategory: DETERMINERS. SubCategory: articles,A1,基础名词短语：'a very + 形容词'结构,He's a very good man.、It is a very beautiful place.、It's a very nice town.,a very good、a very nice、a very beautiful、a very important,,,"不定冠词,程度副词,形容词,名词短语,基本描述",
GG-A1-064,Guideword: FORM: 'A' + ADJECTIVES. CanDo: Can use 'a' and 'an' before adjectives in a noun phrase. ► adjectives ►  noun phrases,SuperCategory: DETERMINERS. SubCategory: articles,A1,冠词'a/an'与形容词的搭配：名词短语中的基本用法,"You can make a quick snack, for example a sandwich.、We have a big garden and a small swimming pool.、I like it because it is an interesting place.、It's an old house, about 50 years old.",a good、an interesting、a big、an old,,,"冠词,形容词,名词短语,元音音素,单数可数名词",
GG-A1-065,Guideword: FORM: PREPOSITION + 'THE' + NOUN. CanDo: Can use 'the' in prepositional phrases relating to time.,SuperCategory: DETERMINERS. SubCategory: articles,A1,介词短语中的定冠词'the'：时间表达,I work at the weekend and I'm very busy from Monday to Friday.、I can come to see you on Friday in the morning.,at the weekend、in the morning、in the afternoon、in the evening,,,"定冠词,介词短语,时间表达,特定时间,固定搭配",
GG-A1-066,Guideword: FORM: PREPOSITION + NO ARTICLE. CanDo: Can use no article before a limited range of nouns in some fixed expressions with prepositions.,SuperCategory: DETERMINERS. SubCategory: articles,A1,介词后不加冠词的固定表达,"If you are at home, I can come tomorrow.、We are going to the sports centre by car.、I go to college every day.",at home、by car、go to college,,,"介词,冠词,固定表达,地点,交通方式",
