egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-A2-011,"Guideword: FORM: VERBS + 'TO'-INFINITIVE OR + '-ING'. CanDo: Can use verbs expressing preference followed either by a 'to'-infinitive or an '-ing' form, with no change in meaning.",SuperCategory: VERBS. SubCategory: patterns_with to and -ing,A2,动词后接to不定式或-ing形式：表达喜好的动词用法,"I love to play football.、I love to cook.、I prefer to play football but I often go to the gym.、I hate to watch any sports.、I love cooking and also baking.、I love listening to music, especially hip-hop music.、I hate wearing trousers in summer.",love to、love -ing、prefer to、prefer -ing、hate to、hate -ing,,,"to不定式,-ing形式,喜好动词,动词模式,无意义变化",
GG-A2-012,Guideword: FORM: 'ENJOY' + '-ING'. CanDo: Can use 'enjoy' followed by the '-ing' form.,SuperCategory: VERBS. SubCategory: patterns_with to and -ing,A2,动词搭配：enjoy + -ing形式,We enjoy playing the piano and singing together.、You know I really enjoy listening to music.,enjoy、playing、listening、singing,,,"enjoy,-ing形式,动名词,动词搭配,喜欢做某事",
GG-A2-013,Guideword: FORM/USE: 'WOULD LOVE' + 'TO'. CanDo: Can use 'would love to' followed by the 'to'-infinitive to give emphasis.,SuperCategory: VERBS. SubCategory: patterns_with to and -ing,A2,情态动词短语：would love to + 动词原形,I'd love to do the concert.、I'd love to hear it!,would love to、'd love to、love to,,,"would love to,情态动词短语,to-infinitive,强烈愿望,礼貌回应",
GG-A2-014,Guideword: FORM: VERB + 'TO'- INFINITIVE. CanDo: Can use an increasing range of verbs followed by a 'to'-infinitive.,SuperCategory: VERBS. SubCategory: patterns_with to and -ing,A2,动词后接to不定式：基础用法与常见搭配,I bought them because I hope to go to England this year and the weather isn't very good.、Please remember to bring your pyjamas and your tooth brush.、Don't forget to come.,hope to、remember to、forget to、plan to,,,"to不定式,动词搭配,句型结构,意图表达,日常提醒",
GG-A2-015,Guideword: FORM: 'THERE IS' + UNCOUNTABLE. CanDo: Can use 'there is' + uncountable nouns as complement.,SuperCategory: VERBS. SubCategory: there is/are,A2,存在句型：there is + 不可数名词,I need it because there is some money in it which I have to pay to someone.、There is some information about the new art class.,there is、some、a lot of,,,"there is,不可数名词,some,存在句型,量词",
GG-A2-016,Guideword: FORM: 'THERE IS/ARE' + A LOT OF. CanDo: Can use both 'there is' and 'there are' + 'a lot of' + plural noun.,SuperCategory: VERBS. SubCategory: there is/are,A2,存在句型：there is/are + a lot of + 复数名词,There's a lot of people there.、There's a lot of clothes but they are very cheap.、You can go to the town centre because there are a lot of shops in the town centre.、It's a very interesting place because there are a lot of pictures.,there is、there are、a lot of,,,"there is,there are,a lot of,复数名词,存在句型",
GG-A2-017,Guideword: FORM: LINKING + COMPLEMENT. CanDo: Can use an increasing range of linking verbs with complements.,SuperCategory: VERBS. SubCategory: linking,A2,系动词+补语结构：描述状态与变化,It looks good on you.、We will really become good pen-friends.、Make sure you wear something over your clothes so that they won't get dirty.、Because it sounds interesting.、I feel sorry for you. I hope you get better as soon as possible.,look good、sound interesting、feel sorry、become friends,,,"系动词,补语,形容词,状态描述,固定搭配",
GG-A2-018,"Guideword: FORM: REPORTED STATEMENTS WITH 'TELL', PRONOUN SHIFT. CanDo: Can report statements using a reporting clause with 'tell' + direct object + 'that-'clause, with a pronoun shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,A2,间接引语：使用tell引导的转述句及代词转换,[about a mobile phone] It's very important to me to have it with me because my brother is in the hospital and my father told me that he will call.、My sister told me that this film is very good.、Gill told me that you had an accident last week.,tell、told、that,,,"间接引语,tell,代词转换,that从句,转述句",
GG-A2-019,"Guideword: FORM: REPORTED STATEMENTS WITH 'SAY', PRONOUN SHIFT. CanDo: Can report statements using a reporting clause with 'say' + 'that-'clause, with a pronoun shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,A2,间接引语：用'say'转述陈述句及代词转换,"My mother said that she can take us there.、The teacher said that we have to bring a notebook, a pencil and a rubber.",said that、say that、reporting clause,,,"间接引语,转述动词,代词转换,that-从句,陈述句转述",
GG-A2-020,Guideword: FORM: WORD + WORD. CanDo: Can form alternative questions with two words from the same class combined with 'or'.,SuperCategory: QUESTIONS. SubCategory: alternatives,A2,选择疑问句：用'or'连接两个同类词,Can you bring some food or drinks for the dinner?、Is it cheap or expensive for you?、We can chat or watch a film.,food or drinks、cheap or expensive、chat or watch,,,"选择疑问句,or连接,同类词,名词选项,形容词选项,动词选项",
GG-A2-021,Guideword: FORM: QUESTION TAGS. CanDo: Can use a limited range of question tags.,SuperCategory: QUESTIONS. SubCategory: tags,A2,疑问尾句：反意疑问句的基本用法,"You don't know where I live, do you?、It differs from the story which you told me, doesn't it?、It's fantastic, isn't it?、It cost £30, it was not too expensive, was it?",isn't it、don't you、doesn't it、was it,,,"疑问尾句,反意疑问句,助动词,肯定否定一致,日常对话",
GG-A2-022,Guideword: FORM: WITH AUXILIARY 'HAVE'. CanDo: Can use 'wh-'words + auxiliary 'have' to form 'wh-'questions. ► present perfect  ►  past perfect,SuperCategory: QUESTIONS. SubCategory: wh-,A2,wh-疑问词+助动词have：现在完成时与过去完成时疑问句,How have you been?、What have you brought for me?,how have、what have、where have、why had,,,"wh-疑问词,助动词have,现在完成时,过去完成时,特殊疑问句",
GG-A2-023,Guideword: FORM: WITH AUXILIARY 'DO'. CanDo: Can use 'wh-'words + auxiliary 'do' + subject + main verb to form 'wh-'questions. ► present simple;  ► past simple,SuperCategory: QUESTIONS. SubCategory: wh-,A2,wh-疑问句：使用助动词do的现在与过去时态,What do you think?、What did you do yesterday?、Where did you go?、How do you know?、Why don't you buy it?,what do、where did、how do、why don't,,,"wh-疑问句,助动词do,一般现在时,一般过去时,动词原形",
GG-A2-024,Guideword: FORM: WITH AUXILIARY 'BE'. CanDo: Can use 'wh-'words + auxiliary 'be' to form 'wh-'questions. ► present continuous ► past continuous,SuperCategory: QUESTIONS. SubCategory: wh-,A2,wh-疑问句：与助动词be连用（现在进行时/过去进行时）,Who are you going with?、When are you coming here?、Where are you going?,who are、when are、where are、what are,,,"wh-疑问句,助动词be,现在进行时,过去进行时,动词-ing形式",
GG-A2-025,Guideword: FORM: MODAL VERBS. CanDo: Can use 'wh-'words + modal verbs + subject + main verb to form 'wh-'questions.,SuperCategory: QUESTIONS. SubCategory: wh-,A2,wh-疑问句：情态动词结构,What will you bring?、What can I do?、How can I help you?、How will you get here?、When can I visit you?、When can we meet?,what can、how will、when can,,,"wh-疑问句,情态动词,动词原形,疑问词,句子结构",
GG-A2-026,"Guideword: FORM/USE: NEGATIVE QUESTONS, SUGGESTIONS. CanDo: Can use negative question 'why don’t' + pronoun + verb, to make a suggestion or invitation.",SuperCategory: QUESTIONS. SubCategory: wh-,A2,否定疑问句建议表达：why don't + 代词 + 动词,Why don't we watch a film?、Why don't you come with me?,why don't we、why don't you、why don't they,,,"否定疑问句,建议表达,邀请句型,why don't,动词原形",
GG-A2-027,Guideword: FORM: MAIN VERB 'BE'. CanDo: Can use 'wh-'words + main verb 'be' + subject to form 'wh-' questions.,SuperCategory: QUESTIONS. SubCategory: wh-,A2,wh-疑问句：主动词be的用法,"How was your dinner yesterday?、How are you, my friend?、Where are you, men?",how are、where is、what is、when is,,,"wh-疑问句,be动词,倒装结构,主语一致,信息询问",
GG-A2-028,Guideword: FORM: AUXILIARY 'BE'. CanDo: Can use auxiliary 'be' + subject + the '-ing' form (continuous form) to form 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,A2,使用be动词构成现在进行时的Yes/No疑问句,Are you going to come?、Are you feeling better?、Are you going to the new art class?、Are you doing anything on Friday?,are you、is he、am i、feeling better,,,"be动词,现在进行时,yes/no疑问句,动词-ing形式,词序",
GG-A2-029,Guideword: FORM: LEXICAL VERBS WITH 'DO'. CanDo: Can use auxiliary 'do' + subject + main verb to form 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,A2,一般现在时与一般过去时的Yes/No疑问句：使用助动词do/does/did,"My favourite song is 'Viva la vida'. Do you know it?、My bedroom will be blue!! I love this colour!! Do you like it?、Yesterday, I went to buy some new clothes at the new store that is opposite my house, do you remember it?、Did you see the football match last night?",do you、does she、did they、do they,,,"助动词do,一般现在时疑问句,一般过去时疑问句,动词原形,Yes/No问答",
GG-A2-030,Guideword: FORM: AUXILIARY 'HAVE'. CanDo: Can use auxiliary 'have' + subject + the '-ed' form to form 'yes/no' questions.  ►  present perfect,SuperCategory: QUESTIONS. SubCategory: yes/no,A2,现在完成时一般疑问句：助动词have/has + 主语 + 过去分词,"I've just watched a football competition with my family and friends. Have you watched it?、I left my mobile in your house, have you seen it?",have you、has he、has she、have they,,,"现在完成时,一般疑问句,助动词have,过去分词,has/have选择",
GG-A2-031,Guideword: FORM: MAIN VERB 'BE'. CanDo: Can use main verb 'be' + subject to form 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,A2,主动词be构成的一般疑问句：Are you ready?,Are you ok?、Where is your dog? Is it ok?、Are you ready?,are you、is it、am i、is that,,,"be动词,一般疑问句,词序,主语,yes/no回答",
GG-A2-032,Guideword: FORM: MODAL VERBS. CanDo: Can use an increasing range of modal verbs + subject + main verb to form 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,A2,情态动词构成的一般疑问句：Could/Would/Will + 主语 + 动词原形,Could you meet me at my home at 7 pm?、Could you look for it?、Would you like to go with me to the U2 concert?、Will you come with me?,could you、would you、will you,,,"情态动词,一般疑问句,动词原形,礼貌请求,主语位置",
GG-A2-033,Guideword: FORM: + 'OF MINE'. CanDo: Can use the possessive pronoun 'mine' after 'of' in the phrases 'a friend of mine' and 'friends of mine'.,SuperCategory: PRONOUNS. SubCategory: possessive,A2,所有格代词短语：a friend of mine,A friend of mine gave me a present for my birthday.、Some friends of mine were here with me too.,a friend of mine、friends of mine、of mine,,,"所有格代词,mine,of短语,所属关系,a friend of mine",
GG-A2-034,"Guideword: FORM: 'YOURS' AS OBJECT. CanDo: Can use the possessive pronoun 'yours', with singular reference, in object positions, and complement positions after 'be' and after prepositions.",SuperCategory: PRONOUNS. SubCategory: possessive,A2,物主代词yours作宾语和表语：单数指代用法,"It was my best present, although I also loved yours.、My favourite meal is spaghetti with garlic bread. What's yours?、To go to my house from yours, take the first on the right, Victoria Road, and there is an underground station.、I bought a pink mobile. It's like yours.、So that's all about my mobile phone. Please write to me about yours too!",like yours、from yours、what's yours、write about yours,,,"物主代词,yours,宾语,表语,单数指代",
GG-A2-035,"Guideword: FORM: 'MINE'. CanDo: Can use the possessive pronoun 'mine', with singular and plural reference, in subject and object positions, and complement positions after 'be' and after prepositions.",SuperCategory: PRONOUNS. SubCategory: possessive,A2,物主代词‘mine’的用法：单复数、主宾补位置,I bought a new jacket because mine was very old.、I bought a pullover and trousers because mine are too small for me.、The phone is not mine.、You should bring your computer games and Maths book. I have lost mine.、I want to give you a birthday present like mine.,like mine、not mine、because mine、give you mine,,,"物主代词,mine,独立形式,单复数,主宾补位置",
GG-A2-036,"Guideword: FORM: SAME SUBJECT AND OBJECT.. CanDo: Can use a limited range of singular reflexive pronouns ('myself', 'yourself') with a limited range of verbs ('enjoy', 'buy') to refer to actions where the subject and object of the verb are the same.",SuperCategory: PRONOUNS. SubCategory: reflexive,A2,反身代词基础用法：主语和宾语相同时的表达,I enjoyed myself so much.、I bought myself a yellow T-shirt with nothing on it.、I hope you'll enjoy yourself .,enjoy、buy、help,,,"反身代词,myself,yourself,主语宾语相同,自我动作",
GG-A2-037,Guideword: FORM: (SUBJECT) ELLIPSIS AFTER 'HOPE'. CanDo: Can leave out the subject pronoun with 'hope'. ► ellipsis,SuperCategory: PRONOUNS. SubCategory: subject/ object,A2,主语省略：hope后的主语代词省略用法,Hope to see you soon.、Hi! How are you? Hope you are fine.,hope to、hope that、hope you,,,"主语省略,hope,非正式语境,第一人称,简洁表达",
GG-A2-038,"Guideword: FORM: (SUBJECT) EMPTY 'IT'. CanDo: Can use 'it' as an empty subject when there is nothing else to put in subject position, particularly with weather or time.",SuperCategory: PRONOUNS. SubCategory: subject/ object,A2,空主语it：用于天气和时间的表达,It's warm and windy.、Now it 's 3 pm.,it's sunny、it's raining、it's 3 o'clock、it's cold,,,"空主语it,形式主语,天气表达,时间表达,自然现象",
GG-A2-039,Guideword: FORM: 'THIS'. CanDo: Can use 'this' as a pronoun with singular reference.,SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词'this'的单数用法,This is a very interesting place.、I'm very happy about this.,this is、about this、with this,,,"指示代词,单数指代,近指,This is句型,代词用法",
GG-A2-040,"Guideword: USE: 'THIS', ALREADY MENTIONED. CanDo: Can use 'this' as a pronoun to refer back to single things or groups of plural things which have already been mentioned.",SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词'this'的回指用法：指代已提及的事物,"Thank you for this.、I went shopping yesterday at Yalerias;. I bought three green T-shirts, a pair of sneakers and some socks. You might ask, why did I buy all this?",thank you for、all this、because of this、with this,,,"指示代词,回指,this,已提及,指代",
GG-A2-041,Guideword: USE: 'THIS' POINTING. CanDo: Can use 'this' as a pronoun to point to or identify single things or entities which are about to follow and have immediate relevance.,SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词'this'：用于指代即将出现且相关的事物,"This is my number: 0754 567 78 51.、This is the information about the new art class: the class is on Fridays, and it starts at 4 pm and finishes at 6 pm.",this is my、this is the、this is information、this is number,,,"指示代词,this,单数指代,相关性,信息引出",
GG-A2-042,"Guideword: USE: 'THAT', ALREADY MENTIONED. CanDo: Can use 'that' as a pronoun to refer back to something which has already been mentioned.",SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词that：回指已提及的事物,"You know that blue is my favourite colour, so we are going to use that.、It has got a camera, and I like that.、They look really nice on me, that's why I bought them.、Please try to come after 4.30 because I won't be there before that.",and i like that、that's why、before that、after that,,,"指示代词,回指,避免重复,that,前文提及",
GG-A2-043,Guideword: FORM/USE: RESPONSE TOKENS WITH 'THAT'S'. CanDo: Can use 'that's' + adjective to respond to something.,SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词回应表达：用'that's' + 形容词/名词短语回应事物,That's great!、That's a pity!、That's a good idea!,that's great、that's a pity、that's a good idea,,,"指示代词,that's,形容词,名词短语,回应表达",
GG-A2-044,Guideword: FORM: 'THAT'. CanDo: Can use 'that' as a pronoun with singular reference.,SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词that的单数用法,"That was amazing.、After that, we can go and drink a cup of coffee and eat a piece of cake.",after that、that is、like that,,,"指示代词,单数指代,that,避免重复,上下文",
GG-A2-045,"Guideword: USE: 'THIS', NOW. CanDo: Can use 'this' as a pronoun to refer to something that is happening now.",SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词'this'的现在时用法：指代当前发生的事物,This is the best holiday I have ever had!、This is just a short note to ask you if you want to go with me to the ReggaRton's concert.,this is、this was、this feels、this seems,,,"指示代词,this,现在时,当前事件,代词用法",
GG-A2-046,Guideword: USE: CLOSING. CanDo: Can use 'that's all' to end a letter.,SuperCategory: PRONOUNS. SubCategory: demonstratives,A2,指示代词结尾短语：that's all,That's all for now.、Well I think that's all.,that's all、that's all for now、well i think that's all,,,"指示代词,结尾短语,that's all,书信结尾,固定搭配",
GG-A2-047,"Guideword: FORM: WITH 'OF' + OBJECT PRONOUN. CanDo: Can use a limited range of pronouns ('all', 'both') with 'of' followed by an object pronoun, to refer to quantity.",SuperCategory: PRONOUNS. SubCategory: quantity,A2,数量代词搭配：'all of' 和 'both of' 后接宾语代词,"There are a lot of functions but I don't know how to use all of them.、It was a brilliant party, and all of our school friends were there. All of them asked about you and they wanted to see you.、My uncle took all of us to the Eiffel Tower.、I've booked two tickets for both of us, so I hope you'll come.、The tickets cost £5 but I can pay for both of them.",all of、both of,,,"数量代词,宾语代词,all of,both of,宾格代词",
GG-A2-048,"Guideword: FORM: 'SOME' AND 'ANY'. CanDo: Can use pronouns 'some' and 'any', to refer to quantity.",SuperCategory: PRONOUNS. SubCategory: quantity,A2,数量代词：some和any的用法,[talking about items of clothing] Some were cheap but some were expensive.、It lasts for 2 hours and we need to bring some erasers because they don't have any.,some、any、don't have any、do you have any,,,"some,any,数量代词,肯定句,否定句,疑问句",
GG-A2-049,Guideword: FORM: 'SOME' AS SUBJECT AND OBJECT. CanDo: Can use 'some' as a subject and object to refer back to a plural or uncountable noun.,SuperCategory: PRONOUNS. SubCategory: quantity,A2,代词some作主语和宾语：指代复数或不可数名词,"I saw a lot of people on the beach, some were playing football and some were sunbathing. (A2 WAYSTAGE; 2011; Somali; Pass、So, I think we will need more meat for the barbeque; if possible, you could bring some.、I can bring CDs if you need some.",some were、bring some、need some、have some,,,"some,代词,主语,宾语,复数名词,不可数名词,指代",
GG-A2-050,Guideword: FORM: 'ANY' AS OBJECT. CanDo: Can use 'any' as an object in a negative clause to refer back to a plural or uncountable noun.,SuperCategory: PRONOUNS. SubCategory: quantity,A2,否定句中作为宾语的'any'：指代复数或不可数名词,Bring some good CDs. I don't have any.、Can you bring orange juice please? I don't have any. (Portugal; A2 WAYSTAGE; 2009; Portuguese; Pass、[talking about taking presents to a party] Did you take any?,don't have、didn't take、isn't any、doesn't want,,,"any,否定句,宾语,复数名词,不可数名词",
GG-A2-051,Guideword: FORM: 'ONE'. CanDo: Can use 'one' as a pronoun to substitute for singular countable nouns which have already been mentioned or are obvious from the context.,"SuperCategory: PRONOUNS. SubCategory: substitution, one, ones, none",A2,代词替代：用'one'替代单数可数名词,"[talking about a phone] I chose the black one with the numbers in orange.、I bought a new pullover, because my old one is too small.",the one、this one、that one、my one,,,"代词替代,单数可数名词,限定词,形容词,语境推断",
GG-A2-052,"Guideword: FORM/USE: POSTMODIFYING, SPECIFYING. CanDo: Can use 'the one' and 'the' + pre-modifier + 'one' with a complement, to refer to something specific.","SuperCategory: PRONOUNS. SubCategory: substitution, one, ones, none",A2,代词替代：使用'the one'和'the + 修饰语 + one'指代特定事物,"My house is No.8 and it's the one with silver gates.、All my friends gave me a present but the one I liked best was John's.、Do you remember the one that we saw last week?、I bought a jacket because the other one that I had was too small, and a t-shirt to use in the summer.、My house is the first one on the left.",the one、the first one、the other one、the one with,,,"代词替代,the one,后置修饰,特定指代,避免重复",
GG-A2-053,Guideword: FORM: PRE-MODIFYING. CanDo: Can use determiners + premodifers + 'one'.,"SuperCategory: PRONOUNS. SubCategory: substitution, one, ones, none",A2,代词替代：限定词+修饰语+one/ones的用法,"I like my present very much because I needed a new one.、I love blue so I bought the blue one.、It is easy to use and it is smaller than the old one.、It's better than the other one.、I have lots of presents, but my favourite one is a CD, Michael gave it to me.",a new one、the blue one、the old one、my favourite one,,,"代词替代,one,ones,限定词,修饰语",
GG-A2-054,Guideword: FORM: OBJECT OR COMPLEMENT. CanDo: Can use an increasing range of indefinite pronouns as objects or complements of prepositions.,"SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,"不定代词作宾语或介词补语：someone, everyone, somebody等",[talking about a phone] I need it because I have to call someone.、I invited everyone in the school but some people didn't come …、I have borrowed it from somebody.,call someone、invite everyone、borrow from somebody、tell someone,,,"不定代词,宾语,介词补语,someone,everyone,somebody,动词搭配,介词搭配",
GG-A2-055,"Guideword: FORM: SUBJECT. CanDo: Can use a limited range of indefinite pronouns ('someone', 'everyone') as subjects, with a singular verb.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,"不定代词作主语：someone, everyone等与单数动词的搭配","I bought them because someone stole my luggage at the airport.、When someone calls me, it rings with a very lovely song.、I liked the competition because it is an enjoyable game and everyone likes it.",someone、everyone、anyone、no one,,,"不定代词,主语,单数动词,someone,everyone",
GG-A2-056,"Guideword: USE: 'SOMETHING' IN VAGUE EXPRESSIONS. CanDo: Can use 'something' in vague expressions, to refer to things in a non-specific way.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,不定代词something：在模糊表达中泛指事物,"After the concert we can have a pizza or something else.、You do not have to bring any food, but I will pleased if you could bring something to drink -  wine, coke or something.、You can bring a cake or something like that.",or something、something else、something like that、bring something,,,"不定代词,模糊表达,非特异性,or something,something else",
GG-A2-057,"Guideword: FORM/USE: WITH ADJECTIVE, SPECIFYING. CanDo: Can modify 'something' or 'anything' with an adjective, to make it more specific.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,不定代词something/anything与形容词的搭配：使表达更具体,"Next weekend it's my mum's birthday party, so I needed something new to wear.、You need to wear something comfortable.、But I didn't find anything wrong .、You don't have to bring anything special.",something new、anything wrong、something comfortable、anything special,,,"不定代词,形容词修饰,something,anything,具体化表达",
GG-A2-058,Guideword: FORM: NEGATIVE + 'ANYTHING'. CanDo: Can use 'anything' after a negative verb form.,"SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,否定句中的'anything'用法：表示'任何东西',"You don't have to bring anything.、When I want to eat something in the night, I can't find anything because it is too dark.",don't have、can't find、not see、never do,,,"anything,否定句,宾语,something,词序",
GG-A2-059,Guideword: FORM: WITH 'ELSE'. CanDo: Can use indefinite pronouns with 'else'.,"SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,"不定代词与else的搭配用法：something else, someone else等","Have you got something else to do on Saturday or can you come with me?、We have to bring some paints, but nothing else.、If you need anything else, you'll find it in the classroom.、I'm going to a rock concert on Saturday, but I have three tickets for two people (me and my brother) and I am looking for someone else to go with me, so, would you like to go?",something else、someone else、anything else、nothing else,,,"不定代词,else,something else,someone else,anything else",
GG-A2-060,"Guideword: FORM/USE: WITH 'TO' INFINITIVE, SPECIFYING. CanDo: Can modify 'something' or 'anything' with 'to' infinitive, to make it more specific.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",A2,不定代词后接to不定式：something/anything + to do,"Please, bring something to drink.、Bring some sweets and something to wear if you get cold.、I had to buy them because I didn't have anything to wear on my holidays.",something to、anything to、to drink、to wear,,,"不定代词,to不定式,something,anything,具体化表达",
GG-A2-061,"Guideword: USE: 'YOU', GENERAL. CanDo: Can use 'you' to refer to people in general.",SuperCategory: PRONOUNS. SubCategory: generic use,A2,代词'you'的泛指用法：指代一般人或泛指人群,"My new mobile phone can do lots of things! You can play games, you can take pictures.、Let's say if you want to travel to China, you need to learn a little Chinese.",if you want to、you can、you need to、let's say you,,,"代词you,泛指用法,一般现在时,普遍情况,一般建议",
GG-A2-062,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: PRESENT. SubCategory: present continuous,A2,现在进行时的否定形式：am/is/are not + V-ing,"[talking about a computer] I’m not using it any more.、…the fridge isn't working.、… he's going to work at 5.00 am, so he's not eating anything ...",not using、isn't working、not eating,,,"现在进行时,否定形式,am/is/are not,动词-ing,当前动作",
