egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-C2-014,"Guideword: FORM/USE: 'THE ONE(S) THAT', FOR FOCUS. CanDo: Can use 'The one(s) that' + clause in subject position, for focus. ► focus","SuperCategory: PRONOUNS. SubCategory: substitution, one, ones, none",C2,强调结构：'The one(s) that' + 从句作主语,"The one that impressed me a lot is the Chinese Lunar New Year Carnival which was held in Hong Kong in January this year.、The one that I think will have permanent results is the raising of the financial standard of all these countries.、The ones that he preferred were those where his imagination could fly away to other places and times, and where he could live the life of other people.、The ones that wear clothes made by their mothers never seem to ask for much attention.",the one that、the ones that、for focus,,,"强调结构,主语位置,定语从句,焦点突出,正式语境",
GG-C2-015,"Guideword: FORM: 'EACH … THE OTHER(S)', AS OBJECT. CanDo: Can use 'each' (+ noun or pronoun) as subject followed by 'the other(s)' as object , to refer to two related things. ► pronouns: quantity",SuperCategory: PRONOUNS. SubCategory: reciprocal,C2,相互代词结构：each ... the other(s) 作宾语,"Each of them admires the other's intelligence.、As regards other aspects of my upbringing my parents taught me the importance of having all the family together, each one helping the others, each one loving the others.",each of、each one、the other、the others,,,"相互代词,each,the other,the others,宾语结构",
GG-C2-016,Guideword: USE: POLITENESS. CanDo: Can use the present continuous with verbs that are not usually used in this form to make statements and requests sound less direct.,SuperCategory: PRESENT. SubCategory: present continuous,C2,现在进行时礼貌用法：用非典型动词表达委婉请求,"Considering the importance of the matter, I am asking for your financial support.、I'm asking permission to be excused from work for at least three days.、If we're wanting to make progress in prolonging the length of human lives, we equally have to be willing to spend time and make an effort...",asking for、requesting、hoping、wanting、suggesting,,,"现在进行时,礼貌表达,委婉请求,静态动词,正式场合",
GG-C2-017,"Guideword: FORM/USE: WITH ADVERBS OF INDEFINITE FREQUENCY. CanDo: Can use the present continuous with a wide range of adverbs of indefinite frequency, often to talk about surprising or undesirable situations or events.",SuperCategory: PRESENT. SubCategory: present continuous,C2,现在进行时与不定频率副词搭配：表达持续或频繁行为,… we are persistently asking ourselves questions about where we are from and why we are here.、During life we are permanently learning and increasing our knowledge.,persistently、permanently、constantly、repeatedly,,,"现在进行时,不定频率副词,持续性行为,主观评价,动词-ing形式",
GG-C2-018,Guideword: USE: UNDESIRED EVENTS. CanDo: Can use the past continuous with 'always' or 'constantly' to talk about repeated events which are undesired or uncontrolled.,SuperCategory: PAST. SubCategory: past continuous,C2,过去进行时搭配always/constantly表达不受欢迎或失控的重复事件,"They had been told that I was always getting into mischief and so had decided that, by buying me this diary, I would probably calm down a little and my behaviour would change.、I was constantly trying to balance my school life, extra-curricular activities, studies and personal life and was always running out of time.",always、constantly、was getting into、was trying to,,,"过去进行时,always,constantly,重复事件,负面情感",
GG-C2-019,Guideword: FORM: QUESTIONS. CanDo: Can use the question form.,SuperCategory: PAST. SubCategory: past perfect continuous,C2,过去完成进行时疑问句：had been doing,"What had he been doing that morning?、So, why had she been waiting for so long a time?",what had been doing、why had been waiting、how long had been,,,"过去完成进行时,疑问句,倒装结构,持续动词,时间状语",
GG-C2-020,"Guideword: FORM: FIXED EXPRESSIONS 'HAD IT NOT BEEN FOR', 'IF IT HADN'T BEEN FOR'. CanDo: Can use 'had it not been for' … and 'if it hadn’t been for' with a modal form for giving reasons.",SuperCategory: PAST. SubCategory: past perfect simple,C2,过去完成时固定表达：'had it not been for'与'if it hadn't been for',"Had it not been for the fact that I had already read the article, I would have thought that this woman was at least thirty years old.、Another aspect of his emotional side is the fact that he is a very private person, and had it not been for this feature, he might have been able to react differently.、If it hadn't been for my lack of knowledge, skills, experience, and some other things like that, I wouldn't have been fired.、They had become very good friends and their friendship could have gone a little further if it hadn't been for Dan's character.",had it not been for、if it hadn't been for、would have、could have、might have,,,"过去完成时,虚拟语气,条件句,倒装结构,情态动词",
GG-C2-021,"Guideword: FORM/USE: AFTER 'IF ONLY', IMAGINED PAST. CanDo: Can use the negative form after 'if only' to express regret.",SuperCategory: PAST. SubCategory: past perfect simple,C2,过去完成时在'if only'后的否定形式：表达遗憾,"If only she had not changed, if only I had helped her, maybe we would still be best friends and I would not be sitting here, writing about her!、If only I hadn't been that rude!",if only、had not、past perfect,,,"if only,过去完成时,否定形式,虚拟语气,表达遗憾,had not,过去分词",
GG-C2-022,"Guideword: FORM: INVERSION WITH 'HARDLY …WHEN'. CanDo: Can invert the subject and affirmative auxiliary verb with 'hardly … when' to talk about something that happened immediately before something else, in formal contexts.",SuperCategory: PAST. SubCategory: past perfect simple,C2,过去完成时倒装结构：hardly … when,Hardly had she spoken these words when it dawned on the musician that life could not continue like that.、Hardly had he taken them from the counter when the monster vanished again.,hardly、when、no sooner、than,,,"倒装,过去完成时,hardly … when,正式英语,时间紧接",
GG-C2-023,Guideword: FORM/USE: INVERSION. CanDo: Can invert the subject and affirmative auxiliary verb with 'not only … but' as a focusing device. ► focus ► inversion,SuperCategory: PAST. SubCategory: present perfect continuous,C2,倒装结构：Not only...but...与现在完成进行时的结合使用,"Not only have I been wandering its streets ever since I was ten, but I have also come to know most of the main characters of its history in the past 50 years.、Not only have I been expecting it for the last few months but I will also give some support to my wife, who has been feeling a little nervous these last weeks.",not only、but、but also,,,"倒装,not only...but...,现在完成进行时,强调结构,部分倒装",
GG-C2-024,Guideword: USE: NEWSWORTHY. CanDo: Can use the present perfect simple to introduce news.,SuperCategory: PAST. SubCategory: present perfect simple,C2,现在完成时简单式：新闻引入用法,A new shopping centre has opened in our town.,has opened、has announced、have arrived、just finished,,,"现在完成时简单式,新闻引入,过去分词,无具体时间,当前影响",
GG-C2-025,Guideword: FORM/USE: NON-FINITE PERFECT CLAUSES. CanDo: Can use passive non-finite '-ing' perfect forms in subordinate clauses to give explanatory background information.,SuperCategory: PASSIVES. SubCategory: passives: form,C2,被动非限定完成式-ing从句：用于解释背景信息,"I myself, having been educated the hard way, would specifically insist on them getting the best possible school education.、Having been taught the rights and the wrongs, we had an idea about everything.、Not having been given precise orders from the top, as usual he decided to work on his own initiative.",having been、not having been、past participle,,,"被动语态,非限定动词,完成式,-ing形式,状语从句",
GG-C2-026,Guideword: FORM: NON-FINITE PERFECT COMPLEMENTS. CanDo: Can use non-finite '-ing' perfect forms of the passive as the complement of prepositions.,SuperCategory: PASSIVES. SubCategory: passives: form,C2,被动语态非谓语完成式作介词补语：having been + 过去分词,"They are expected to give the couple expensive presents as a reward for having been invited.、We caught the bus as if we were escaping from Saigon, and with the sensation of having been rewarded with one of the funniest holiday evenings of our lives.、Miss Kenton has just been employed as a housekeeper when she knocks on Stevens' pantry door and comes in without having been bidden to do so, bringing a vase of flowers.",for having been、without having been、with the sensation of having been、after having been,,,"被动语态,非谓语动词,完成式,介词补语,having been",
GG-C2-027,Guideword: PRESENT PERFECT CONTINUOUS COMMENT. CanDo: ,SuperCategory: PASSIVES. SubCategory: passives: form,C2,现在完成进行时被动语态：形式与用法详解,,has been being、have been being、for months、since last year,,,"现在完成进行时被动语态,have been being,过去分词,持续性动作,时间状语",
GG-C2-028,"Guideword: FORM/USE: 'HAVE' + OBJECT + INFINITIVE. CanDo: Can use 'have' + object + infinitive without 'to' to talk about asking or causing someone to do something, often in formal contexts.",SuperCategory: PASSIVES. SubCategory: get and have,C2,使役结构：have + 宾语 + 动词原形（不带to）,"In order to attract people and have them practise their English, we could point out the benefits and the possibilities one obtains, by acquiring a degree in this language ...、In assessing the prospective student's linguistic skills it does not suffice to just have him fill out a multiple-choice-form",have someone do、have something done、have the committee、have participants,,,"使役动词,动词原形,正式语境,宾语前置,不带to不定式",
GG-C2-029,Guideword: FORM: COMPLEX NOUN PHRASES WITH 'LITTLE OR NO'  + NOUN. CanDo: Can form complex noun phrases with 'little or no' + noun.,SuperCategory: NOUNS. SubCategory: noun phrases,C2,复杂名词短语：'little or no' + 名词结构,"Harvey Keitel has always chosen the scripts that interested him as a person and as an actor, whilst refusing to invest his talent in big-time Hollywood block-busters with little or no artistic value.、They have little or no spare time to relax and recharge their batteries; they are constantly under pressure in order to live up to the expectations of the team and the supporters.、The careers of these people started at a very young age with little or no money.",little or no、with little or no、have little or no,,,"复杂名词短语,little or no,数量表达,高级修饰语,正式文体",
GG-C2-030,"Guideword: FORM/USE: 'NOT A' + NOUN, EMPHASIS. CanDo: Can use 'not a' + noun, often with a following  passive structure, for emphasis.",SuperCategory: NEGATION. SubCategory: negation,C2,强调否定结构：'not a' + 名词 + 被动语态,"Not a single noise could be heard from inside of any of the rooms.、Not a long time passes before another Polish city, Warsaw, hosts a festival.、Not a single member of the group would have imagined that the ""Luxury coach"" would break down and leave them stranded in the middle of nowhere.",not a single、not a、not one、not a trace,,,"强调否定,完全否定,被动语态,句首倒装,不定冠词",
GG-C2-031,"Guideword: FORM/USE: 'DON'T YOU …', WARNING. CanDo: Can use a negative imperative form with 'you' to give a warning or reprimand.",SuperCategory: NEGATION. SubCategory: negation,C2,否定祈使句警告用法：Don't you...,"Don't you ever do that again!、Don't you dare!、Don't you dare forget me, I want letters from you promptly, understand!",don't you、don't you ever、don't you dare,,,"否定祈使句,警告,责备,Don't you,语气强调",
GG-C2-032,"Guideword: FORM/USE: 'NEITHER'. CanDo: Can use 'Neither' or 'Nor' + with 'do' or 'be' + inverted subject to add to a previous related negative clause, to focus on an additional negative factor.",SuperCategory: NEGATION. SubCategory: negation,C2,否定结构：Neither/Nor + do/be + 倒装主语,"There are also considerable disturbances during day-time. It is, for example, not possible to lead a conversation, e.g. on the veranda, without shouting. Nor is it possible to watch television peacefully without the thunderous noise in the background.、At first, I didn’t pay attention to the large number of magazines and newspapers she subscribed to. Neither did I oppose her 'need' to get new clothes every month.",neither、nor、do、be,,,"Neither,Nor,倒装,否定句,助动词",
GG-C2-033,"Guideword: FORM/USE: 'IN THE LEAST', EMPHASIS. CanDo: Can use 'in the least' after a negative form for emphasis.",SuperCategory: NEGATION. SubCategory: negation,C2,否定强调短语：'in the least'的用法,"She has lost her little brother but that does not discourage her in the least.、Most of the times, the director of a television channel is not in the least interested in the quality, but only in the matter of how many people watch their programmes.、What others say doesn't matter in the least.",in the least、not in the least、does not matter in the least、not interested in the least,,,"in the least,否定强调,not in the least,丝毫不,语气加强",
GG-C2-034,"Guideword: USE: REFLECTIONS. CanDo: Can use 'how can' to reflect, through rhetorical questions.",SuperCategory: MODALITY. SubCategory: can,C2,修辞性疑问句：how can 用于反思与质疑,"And how can we improve if we are not allowed to make mistakes, evaluate our experiences in a new light and try again?、But how can each of us stay fit in this world of stress and fast food restaurants?",how can、how can we、how can you、how can it,,,"how can,修辞性疑问句,反思,质疑,高级表达",
GG-C2-035,Guideword: FORM/USE: NEGATIVE WITH 'DIDN'T'. CanDo: Can use the negative form 'didn't dare' + infinitive without 'to' to talk about not being brave enough to do something.,SuperCategory: MODALITY. SubCategory: dare,C2,情态动词dare的否定形式：didn't dare + 不带to的不定式,"She didn't dare think about him and the possibility that he would never come back.、Since we didn't dare move our feet, we were slowly swaying to the left and to the right, backwards and forwards.",didn't dare、dare not、not dare,,,"情态动词,dare,否定形式,不带to的不定式,过去时态",
GG-C2-036,Guideword: FORM: NEGATIVE. CanDo: Can use 'be' + 'not' + adjective + 'to' + infinitive.,SuperCategory: MODALITY. SubCategory: expressions with be,C2,否定表达：be not + 形容词 + to + 动词原形,The country's population is not likely to increase fast enough.、[talking about relatives] You are not obliged to invite them over.、[talking about tourism] Its positive effects are not certain to outweigh the negative ones.,be not likely to、be not obliged to、be not certain to,,,"be not likely to,be not obliged to,be not certain to,否定表达,形容词+不定式",
GG-C2-037,Guideword: FORM/USE: 'BE' + ADJECTIVE + 'NOT' + 'TO'. CanDo: Can use 'be' + adjective + 'not' + 'to' + infinitive for emphasis.,SuperCategory: MODALITY. SubCategory: expressions with be,C2,强调性否定结构：be + 形容词 + not + to + 动词原形,"People should be obliged not to have more than a very small number of children otherwise they will be punished.、Now without her knowledge, I know everything about her and she is bound not to conceal the truth!、Indeed, whatever path parents choose, they are almost certain not to do a good job.、Be sure not to miss the alligator steak.",be obliged not to、be bound not to、be certain not to、be sure not to,,,"be动词,形容词,not to,动词原形,强调否定,正式语境",
GG-C2-038,Guideword: USE: OBLIGATION. CanDo: Can use present and past forms of 'have to' + '-ed' to talk about obligations in the past.,SuperCategory: MODALITY. SubCategory: have (got) to,C2,情态动词have to的过去完成式：had to have + 过去分词,"Nowadays, one has to have finished at least senior high school for any employer to consider hiring you.、The State Universities have a higher level of education than Public Universities, but usually to get into a State University you had to have been studying in a public school.",had to have、didn't have to have、have to have,,,"have to,obligation,past perfect,modal verb,necessity",
GG-C2-039,Guideword: USE: DEDUCTIONS AND CONCLUSIONS. CanDo: Can use a range of present and past forms of 'have (got) to' to talk about deductions and conclusions.  ► must  ► had to,SuperCategory: MODALITY. SubCategory: have (got) to,C2,情态动词have (got) to的推论与结论用法,"[talking about a castle on a small island] It's got to be incredible to see a castle emerging from the sea.、[wondering why his mother has suddenly decided to come to his house] There had to be something else since she was definitely not the kind of person who drops by without asking.、Yes, I was sure, it had to have been Peter.",have to、have got to、had to、must,,,"情态动词,推论,结论,逻辑推断,have got to,had to,must",
GG-C2-040,Guideword: FORM: PAST. CanDo: Can use 'have to have' + '-ed'.,SuperCategory: MODALITY. SubCategory: have (got) to,C2,情态动词have to的过去形式：have to have + 过去分词,"[talking about urban versus rural life] In order to have an objective view on which lifestyle tends to be more problematic, you certainly have to have lived at each setting for a rather extensive time period.、They stop at the most famous places, which you ""have to have seen"", jump down and take photographs, always chatting with each other.",have to have、has to have、had to have、must have,,,"have to have,过去分词,情态动词,过去必要性,经历要求,must have对比",
GG-C2-041,"Guideword: FORM/USE: 'MAY AS WELL'. CanDo: Can use 'may as well' to talk about what we think is the easiest or most logical course of action, often when we cannot see a better alternative or when it will not spoil the situation if you do that thing. ► might",SuperCategory: MODALITY. SubCategory: may,C2,情态动词短语：may as well（不妨/干脆）,"A few minutes later, she began hesitantly: ""After all, you may as well know…”、I may as well see the other things.",may as well、might as well、as well,,,"may as well,might as well,情态动词短语,不妨,无奈选择",
GG-C2-042,"Guideword: USE: HEDGING. CanDo: Can use 'it may be' + '-ed' that as a hedging device when drawing conclusions and summarising, particularly in academic contexts.",SuperCategory: MODALITY. SubCategory: may,C2,学术写作中的缓和表达：it may be + 过去分词 + that 从句,"On balance, it may be concluded that although international sports competitions do involve such factors as serious and physical strain and commercial gain, their ultimate aim remains unchanged - namely, to find out in a fair way who deserves the title of the winner.、It may be argued that a child's academic success is crucial to his or her future.、It may be argued that the career span of an athlete is quite short and therefore money earned is well deserved.",it may be concluded、it may be argued、it may be suggested,,,"缓和表达,学术写作,过去分词,that从句,谨慎语气",
GG-C2-043,"Guideword: USE: CONCESSION. CanDo: Can use 'may' in a subordinate clause expressing concession with 'however', 'whatever', 'whoever' … + 'it or this may be or seem'.",SuperCategory: MODALITY. SubCategory: may,C2,让步从句中的may：与however/whatever/whoever等连用的表达方式,"But honestly, I am sure that the price of the watch also contributes its part, however small it may be, to my love of it.、Nowadays, however useful it may seem, travel has proved to be pointless as far as broadening the mind is concerned.、The most important thing is that people enjoy what they are doing whatever it may be and wherever it takes place.、Nowadays, one of the main goals of people in society is to achieve success, in whatever field it may be.",however、whatever、whoever、may be、may seem,,,"让步从句,may,however,whatever,whoever,may be,may seem",
GG-C2-044,Guideword: USE: EMPHASIS. CanDo: Can use 'try as I might' for emphasis at the beginning of a sentence.,SuperCategory: MODALITY. SubCategory: might,C2,强调性倒装结构：Try as I might,"Try as I might, I was never able to persuade her to go for a walk.、Try as I might, I cannot imagine a world without music.、Try as I might, I can't see an explanation ….",try as i might、as i might、try as,,,"倒装结构,强调语气,固定搭配,努力与结果反差,C2级别语法",
GG-C2-045,"Guideword: FORM: 'MIGHT AS WELL'. CanDo: Can use 'might as well', mostly to talk about or suggest what we think is the easiest or most logical course of action, often when we cannot see a better alternative. ► 'may'",SuperCategory: MODALITY. SubCategory: might,C2,情态动词短语：might as well,"Living longer allows you to fulfil the different stages of your personal development, and if you reach the necessary maturity and integrity that corresponds to this stage of your life, you might as well make the best of these years.、What should be changed about travelling and spending one's holiday is that the people, in my opinion, should decide on what they want to do during their holidays: If they only want to have fun, they might as well stay at home.",might as well、may as well、might just as well,,,"情态动词,短语,建议,妥协,替代行动",
GG-C2-046,Guideword: FORM: ELLIPSIS. CanDo: Can use ellipted 'must have' + '-ed' without a subject. ► ellipsis,SuperCategory: MODALITY. SubCategory: must,C2,情态动词must的省略结构：must have + -ed（无主语）,"[from a story] 'Must have fallen out of a car, or somfin'"" This was his next thought.",must have、must've、must have been,,,"情态动词,must have,过去推测,省略结构,口语表达",
GG-C2-047,"Guideword: FORM: PAST, NEGATIVE. CanDo: Can use 'must not have been' (especially with 'easy').",SuperCategory: MODALITY. SubCategory: must,C2,情态动词must的过去否定形式：must not have been,"But I would like to stress that I was really happy that she found another husband, although she had three little children which must not have been easy for him.、Something I have missed on behalf of my father is a bit more tenderness, but again I am guessing it must not have been easy for him to be a post-wartime son of a widow.、It mustn't have been more than an hour after the first announcement of the captain that there was a second one.",must not have been、mustn't have been、easy、more than,,,"情态动词,过去否定形式,否定推测,must not have been,困难情境",
GG-C2-048,Guideword: FORM: WITH ADVERBS. CanDo: Can use 'must' with a wide range of adverbs in the normal mid position after the modal verb. ► adverbs|,SuperCategory: MODALITY. SubCategory: must,C2,情态动词must与副词搭配：副词在must后的中间位置用法,"There must certainly be other solutions to the problem of the need for space for new houses.、RECOMMENDATION In my opinion our town must clearly use this area to create a park and a playground for children.、I must completely disagree with this statement, since I believe that in all jobs or occupations only the good professionals are able to earn a lot of money.",must certainly、must clearly、must completely、must strongly,,,"情态动词must,副词中间位置,语气增强,逻辑推断,固定搭配",
GG-C2-049,"Guideword: FORM: INVERSION. CanDo: Can invert 'must' and the subject after negative phrases, e.g. 'not only', 'never', 'nor', to change the focus and give prominence/emphasis.",SuperCategory: MODALITY. SubCategory: must,C2,情态动词must的倒装用法：与否定短语连用强调,"Not only must you study really hard during university, but also keep studying afterwards.、To sum up, my opinion is that education is sacred, necessary and useful to all of us and never must it be characterised as ""a waste of time"".、[talking about personality] Nor must we overlook the human qualities.",not only、never、nor,,,"情态动词,倒装,否定短语,强调,正式语体",
GG-C2-050,Guideword: FORM: QUESTIONS. CanDo: Can use the question form.,SuperCategory: MODALITY. SubCategory: need,C2,情态动词need的疑问句形式：Need you...?,"Need you ask?、Lastly I would appreciate , as I am sure others would too, if the premises were cleaner. Need I say more?",need you、need i、need we、need i say more,,,"情态动词,疑问句,正式语境,Need you...?,Need I say more?",
GG-C2-051,"Guideword: USE: IN DISCUSSION. CanDo: Can use the question form rhetorically in discussion, typically in formal contexts.",SuperCategory: MODALITY. SubCategory: need,C2,情态动词need的修辞性问句用法：在正式讨论中的反问表达,Need I go on?、Need you work in this way?,need i、need you、need we、need they,,,"情态动词,修辞性问句,正式语境,need,反问表达",
GG-C2-052,"Guideword: FORM: CONTRACTED FORM, NEGATIVE. CanDo: Can use 'oughtn't' (without 'to') + verb.",SuperCategory: MODALITY. SubCategory: ought,C2,情态动词ought的否定缩略形式：oughtn't + 动词原形,…they will most certainly have a banquet that day... and you oughtn't miss it for the world!,oughtn't miss、oughtn't ignore、oughtn't forget、oughtn't delay,,,"情态动词,否定形式,缩略形式,oughtn't,动词原形",
GG-C2-053,"Guideword: FORM: QUESTIONS, NEGATIVE. CanDo: Can use 'ought' + subject + 'not to' + verb to form (rhetorical) questions, often in formal contexts.",SuperCategory: MODALITY. SubCategory: ought,C2,情态动词ought的否定疑问句：ought + 主语 + not to + 动词,"And if not, ought we not to learn from the mistakes of the past?",ought not to、learn from、formal contexts,,,"情态动词ought,否定疑问句,正式语境,修辞疑问句,ought not to",
GG-C2-054,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form 'ought not to'.,SuperCategory: MODALITY. SubCategory: ought,C2,情态动词ought的否定形式：ought not to,"Secondly, there ought not to be a division between rich and poor.、We ought not to forget that in the last twenty years the food industry has increased the number of chemicals used in its products.",ought not to、oughtn't to、ought not to be、ought not to forget,,,"情态动词,否定形式,ought not to,正式语气,动词原形",
GG-C2-055,Guideword: USE: AFTER 'IF' CLAUSES. CanDo: Can use 'shall' in the main clause after an 'if-' clause  ► conditionals,SuperCategory: MODALITY. SubCategory: shall,C2,,"Nowadays people live longer than they did in the past, which is very nice and pleasant, but we must be careful because if things get out of hand, … we shall be doomed to live in complete chaos.、I have to inform you that if we do not receive a reply this time we shall take the matter to court.",,,,,
GG-C2-056,Guideword: USE: PREDICTIONS. CanDo: Can use 'shall' to make predictions.,SuperCategory: MODALITY. SubCategory: shall,C2,情态动词shall：表示预测的用法,"As a result, our town shall have financial benefits, as people visiting the library will visit the city’s shops for their needs.、… we shall probably have several years more to live.",shall probably、shall likely、shall have、shall see,,,"情态动词,预测用法,正式语体,未来时态,确定性推断",
