egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-B2-011,"Guideword: FORM/USE: VERBS OF SENSES  + OBJECT + '-ING'. CanDo: Can use some verbs connected with the senses + direct object + an '-ing' form, to give emphasis to an ongoing activity.",SuperCategory: VERBS. SubCategory: patterns_with to and -ing,B2,感官动词 + 宾语 + '-ing'形式：强调进行中的活动,"Then I heard someone screaming, I was afraid and I said to the others: ""Let's go out, something is happening"".、I think we can learn nothing by seeing animals out of their habitat: we cannot see them running or eating or hunting.",hear、see、watch、feel、notice,,,"感官动词,宾语,-ing形式,进行中的活动,强调持续性",
GG-B2-012,Guideword: FORM: 'THERE' + VERBS WITH MODAL MEANING. CanDo: Can use 'there' with other verbs with modal meaning + 'be' + complement.,SuperCategory: VERBS. SubCategory: there is/are,B2,there与情态动词搭配：there + 情态动词 + be + 补语,"I figured out that there had to be matches somewhere; Bob, who owned the cabin, had told me that it was well equipped.、In the library there needs to be school books and also other books and magazines.、There is going to be a theatre performance, a chess championship and last but not least, swimming races where the participants will win medals and a lot of prizes.",there must be、there should be、there needs to be、there is going to be,,,"there be句型,情态动词,补语,存在表达,语气修饰",
GG-B2-013,Guideword: FORM: LINKING + COMPLEMENT. CanDo: Can use a wide range of linking verbs with complements.,SuperCategory: VERBS. SubCategory: linking,B2,系动词+补语结构：描述状态与特征,There are indeed many ways of doing this and it all seems very confusing.、The food is a little bit strange but tastes good.、Now the whole house appeared very unfamiliar to me.、Alice was so unhappy that she remained silent for a long time.、I am writing to inform you that there is some incorrect information which appears in The Student Tourist Guidebook you published last year.,seem、taste、appear、remain,,,"系动词,补语,形容词补语,状态描述,感官动词",
GG-B2-014,"Guideword: FORM: MODIFICATION, REPORTING VERB + ADVERB. CanDo: Can modify the reporting verb with an adverb.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语中修饰转述动词的副词用法,"""So this is a real cow, mom?"" she asked doubtfully.、""A hundred dollars for one day. Is that a deal?"" her husband said forcefully.、""Come on, what's wrong?"" Bella asked curiously.、""Put that light out!"" I shouted calmly.",said、asked、shouted、explained,,,"间接引语,转述动词,副词修饰,语气表达,时态变化",
GG-B2-015,"Guideword: FORM: DIRECT SPEECH, REPORTING CLAUSE, MID POSITION. CanDo: Can report speech and thought directly using the reporting verb in the mid position of the reported clause.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语：报告动词位于引语中间位置,"""No problem"", I thought, ""there is only one person"".、""We have come together"", this man said, ""to celebrate our annual meeting and to call our master's ghost tonight!”、""No problem"", I thought, ""there is only one person"".、""Forgive me, sweetheart"", he said, ""I will never leave you alone again.”",said、thought、whispered、exclaimed,,,"间接引语,报告动词,中间位置,标点使用,时态一致",
GG-B2-016,"Guideword: FORM: DIRECT SPEECH, REPORTING CLAUSE, INVERTED SUBJECT. CanDo: Can report speech directly inverting the subject and verb in the reporting clause where the subject is a proper noun or noun phrase.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语：主语与动词倒装（专有名词/名词短语作主语）,"""I was astonished when I saw them standing there"", said John.、""Who are you?"" asked Peter.、""Would you mind lending me a part of your newspaper?"" said a whispering voice.、What do you think about this? said the Inspector to the policeman.",said、asked、replied、whispered,,,"间接引语,主语倒装,专有名词,名词短语,转述从句",
GG-B2-017,"Guideword: FORM/USE: REPORTING VERBS, PAST CONTINUOUS. CanDo: Can use the past continuous of the reporting verb to report mental processes, with a finite or non-finite 'wh-'clause in the reported clause.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语：用过去进行时报告心理活动（含wh-从句）,"I was wondering why I failed.、So, he was wondering why we didn't have our letters.、I was thinking which of the two would be more interesting, and I prefer to go to ""Can Animals Speak"", since I love them and I have two. So, I want to know how to communicate with them.、We were wondering what had happened for a few minutes but then we realised that there had been a power cut.、While he was thinking how to reply, Jenny took his hand and led him to the school.",was wondering、was thinking、were wondering,,,"间接引语,过去进行时,报告动词,wh-从句,心理活动",
GG-B2-018,"Guideword: FORM/USE: CITATION, PRESENT SIMPLE. CanDo: Can use the present simple form of the reporting verb to report information from a written source and a present tense verb in the reported clause.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,转述书面信息：使用现在时态动词的间接引语,"First of all, your advertisement says that you have got two great nights in a hotel for us.、It says you are asking for people to help in a summer camp for foreign school children.、Firstly, your advertisement  tells  us that hotel has two great nights in a wonderful 3-star hotel、The guidebook says that we can get there by train from London.",says that、tells that、according to、as reported,,,"转述书面信息,现在时态,间接引语,书面来源,广告转述",
GG-B2-019,"Guideword: FORM: REPORTED REQUESTS AND COMMANDS, NEGATIVE. CanDo: Can report requests and commands with 'ask' or 'tell' + direct object + 'not' + 'to-'infinitive.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语：用ask/tell+宾语+not+to不定式转述否定请求和命令,"Meanwhile, she told me not to be scared but the place was very... old.、I told him not to climb the wall but he was so interested in doing movements that he did not listen to me.、Arriving there, my father told me not to go far and to stay near him.、I asked Pat not to tell anyone, and she promised me she wouldn't.",ask not to、tell not to、warn not to,,,"间接引语,转述请求,转述命令,否定结构,ask/tell + not to",
GG-B2-020,"Guideword: FORM/USE: TEMPORAL SHIFTS, PAST. CanDo: Can report speech about events in the past with backshifts for tenses and words relating to time.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B2,间接引语：过去时态的时间回溯与时态转换,She had told me the previous day that she had something important to tell me.、We met Daisy at school on the following day and we told her that the previous day we had been at her house; her grandfather had told us that unluckily she wasn't at home.、My boss had told me the previous day that an important customer was going to visit the company in the morning.、I had told my friends the day before that I expected to get an A!,the previous day、the following day、had told、reported speech,,,"间接引语,时态回溯,时间词语调整,报告动词,过去完成时",
GG-B2-021,Guideword: FORM/USE: TAGS WITH IMPERATIVES AS SOFTENERS. CanDo: Can use an affirmative or negative tag after an imperative clause to soften the imperative.,SuperCategory: QUESTIONS. SubCategory: tags,B2,祈使句附加疑问句：用疑问尾句软化命令语气,"Think about it, will you?、Go to the Lake Frene route, will you?、Let's check together, shall we?",think about it、go to、let's check、help me,,,"祈使句,附加疑问句,语气软化,will you,shall we",
GG-B2-022,Guideword: FORM: NEGATIVE QUESTIONS WITH MAIN VERBS. CanDo: Can use 'wh-'words + the negative form of auxiliary 'do' + subject + main verb to form 'wh-'questions.,SuperCategory: QUESTIONS. SubCategory: wh-,B2,wh-疑问句的否定形式：用助动词do构成,You still have this agonising headache. Why don't you go to your doctor?、Why didn't you check with the ticket office first before you wrote your article?、Why didn't you say something about it?、Why haven't you told me before?,why don't、why didn't、how didn't,,,"wh-疑问句,否定形式,助动词do,词序,动词原形",
GG-B2-023,"Guideword: FORM: 'OURS' AS OBJECT. CanDo: Can use the possessive pronoun 'ours' with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions.",SuperCategory: PRONOUNS. SubCategory: possessive,B2,物主代词'ours'作宾语和补语：单复数指代与位置用法,Can we rent windsurf boards or should we bring ours with us?、[talking about characters in a book] … when we read about them we think that we are the characters and we live their stories as if they were ours.、Aldous Huxley was able to create a new world which is not so different from ours.、This road shouldn't be allowed in the middle of a small town like ours.,bring ours、from ours、like ours、were ours,,,"物主代词,宾语位置,补语位置,单复数指代,避免重复",
GG-B2-024,"Guideword: FORM: COMPARATIVE CLAUSES WITH 'OURS', 'HERS'. CanDo: Can use the possessive pronouns 'hers' and 'ours' in comparative clauses.",SuperCategory: PRONOUNS. SubCategory: possessive,B2,比较从句中的物主代词：hers和ours的用法,I told my mother that your Spanish omelette is better than hers.、Lots of changes which may occur during the next fifty years can make us fear that our sons' and grandsons' lives will not be as happy as ours.,better than、as happy as、more than、less than,,,"物主代词,比较从句,hers,ours,所有格替代",
GG-B2-025,Guideword: FORM: +  'OF OURS'. CanDo: Can use the possessive pronoun 'ours' after noun + 'of'.,SuperCategory: PRONOUNS. SubCategory: possessive,B2,名词后接“of ours”的所有格代词用法,"Finally we went to Venice where we met some friends of ours and spent with them the rest of the holiday.、The credit crunch is heavily affecting this region, therefore all retail sales have fallen and many competitors of ours are decreasing their sales too.、Paul, a classmate of ours, will be the D.J. and we are thinking of listening to rock music, since Mr. Brown likes it.",friend of ours、classmate of ours、competitor of ours、colleague of ours,,,"所有格代词,of结构,所属关系,人际关系表达,名词后置修饰",
GG-B2-026,"Guideword: FORM: 'OURS' AS SUBJECT. CanDo: Can use the possessive pronoun 'ours', with singular and plural reference, in subject position.",SuperCategory: PRONOUNS. SubCategory: possessive,B2,物主代词'ours'作主语：单复数指代用法,"Ours is the only store in this locality which opens at 7.00 am. (Business English Certificate (Vantage); B2; Tamil)、Ours is a retail company with 5 outlets, dealing in furnishings.、In order to persuade them, we would like to show comparisons between our products and the ones from other companies to demonstrate that ours are more effective and efficient.",ours is、ours are、demonstrate that ours、compared to theirs,,,"物主代词,ours,主语位置,单复数指代,名词性物主代词",
GG-B2-027,"Guideword: FORM: 'HERS' AS OBJECT. CanDo: Can use the possessive pronoun 'hers', with singular reference, in object positions, and complement positions after 'be' and after prepositions.",SuperCategory: PRONOUNS. SubCategory: possessive,B2,物主代词hers作宾语和补语：单数指代用法详解,"At the entrance, the security guard asked for my identity card. Pat gave hers.、She didn't remember leaving it there, it wasn't even hers, which is what frightened her the most.、But when she gave this suitcase a good look, she realised that it wasn't hers.、She saw him on a train running parallel to hers.",give hers、not hers、parallel to hers、of hers,,,"物主代词,名词性物主代词,单数指代,宾语位置,补语位置",
GG-B2-028,"Guideword: FORM: 'THEIRS' AS OBJECT. CanDo: Can use the possessive pronoun 'theirs', with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions.",SuperCategory: PRONOUNS. SubCategory: possessive,B2,物主代词'theirs'作宾语和补语用法,"I could show them the traditional things of our country and learn theirs.、She told him that this baby was theirs.、Red Stone are a very big group, you know that I'm a great fan of theirs.、I realise that it can be a very interesting experience and I can also improve my foreign language as well as theirs.",of theirs、learn theirs、be theirs,,,"物主代词,宾语位置,补语位置,所属关系,替代用法",
GG-B2-029,"Guideword: FORM/USE: 'BY' + PLURAL. CanDo: Can use plural reflexive pronouns with 'by' to mean alone, without any help.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,反身代词与'by'连用：表示'独自、无需帮助',"A friend of mine and I are planning to spend a short holiday by ourselves.、There are many things to say, but I think that you will find these by yourselves.、Then suddenly, the lights started clicking on and off, the windows opened by themselves.",by ourselves、by yourselves、by themselves,,,"反身代词,by ourselves,独立行动,无需帮助,复数形式",
GG-B2-030,"Guideword: USE: 'YOURSELVES', FOR POLITENESS. CanDo: Can use the plural reflexive pronoun 'yourselves' for politeness.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,反身代词yourselves的礼貌用法,"Dear Sir/Madam, I am writing to you in response to the advertisement published by yourselves in ""the Traveller"" regarding The Trip of a Lifetime.、The question you asked droves me back to my early life. My childhood. Like yourselves I am also living in a busy town, in a busy street. But when I was a little kid I was with my grand parents in Kandy.、Also, it is a great opportunity to improve my sailing skills as training will be provided by yourselves.",by yourselves、to yourselves、from yourselves,,,"反身代词,yourselves,礼貌用法,正式语境,商务交流",
GG-B2-031,"Guideword: USE: 'ITSELF', FOR EMPHASIS. CanDo: Can use the singular pronoun 'itself' for emphasis.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,反身代词强调用法：itself的强调功能,"In my opinion, the main characters do not have to be liked by readers but the story itself must be good and interesting to be successful.、The building itself looks splendid and beautiful.",by itself、in itself、of itself、speak for itself,,,"反身代词,强调用法,itself,单数中性,事物本身",
GG-B2-032,"Guideword: FORM: PLURAL, AFTER PREPOSITIONS. CanDo: Can use plural reflexive pronouns after prepositions where the object of the preposition is the same as the subject of the verb.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,介词后使用复数反身代词：当介词宾语与动词主语相同时,Doing sports is an excellent way to relax and it can help us to feel good about ourselves.、The staff didn't have enough time for themselves.,feel good about、have time for、talk among、take care of,,,"反身代词,介词宾语,复数主语,ourselves,themselves",
GG-B2-033,"Guideword: FORM: SAME SUBJECT AND OBJECT, PLURAL. CanDo: Can use plural reflexive pronouns to refer to actions where the subject and object of the verb are the same.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,复数反身代词：主语与宾语相同时的用法,"In this way we will be able to enjoy ourselves even if this is not well-paid work.、In the afternoons, you'll be able to visit the archaeological sites and in the evening you can entertain yourselves by dancing or listening to music in our city clubs.、But adults often ask themselves the question - isn't it cruel to keep animals in zoos?",enjoy ourselves、entertain yourselves、ask themselves、teach themselves,,,"复数反身代词,主语宾语一致,群体动作,自我反思,常见搭配",
GG-B2-034,"Guideword: USE: PLURAL, FOR EMPHASIS. CanDo: Can use plural reflexive pronouns for emphasis.",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,"复数反身代词用于强调：ourselves, yourselves, themselves","The food is not very good, but sometimes we can prepare something to eat ourselves.、They patiently explained to me my job even though they were fairly busy themselves.、Cars themselves are never dangerous. It depends on us, actually.",ourselves、yourselves、themselves,,,"复数反身代词,强调用法,ourselves,yourselves,themselves",
GG-B2-035,Guideword: FORM: 'BY ITSELF'. CanDo: Can use the reflexive pronoun 'itself' with 'by' to mean alone or without any help.,SuperCategory: PRONOUNS. SubCategory: reflexive,B2,反身代词搭配：by itself 表示“独自/自动”,"If an animal is kept by itself , with no one to keep it company, it will get lonely and very sad.、Suddenly, the window opened by itself and the room filled with cold air.",by itself、all by itself,,,"反身代词,itself,by itself,自动,独自",
GG-B2-036,"Guideword: USE: 'IN ITSELF', INTENSIFYING. CanDo: Can use the fixed expression 'in itself' as an intensifier .",SuperCategory: PRONOUNS. SubCategory: reflexive,B2,反身代词固定表达：'in itself'作为强调用法,"I would also spend much more quality time with my family as a whole, which is quite important in itself.、The architecture in itself is beautiful, but the garden is very wonderful, too.、To begin with, a car, in my opinion, can't be harmful in itself. The trouble is that, nowadays, very fast cars are put on the market and we never know if they are going to be driven by wise people or, instead, by crazy or dreadful drivers.",in itself、in themselves、by itself,,,"in itself,强调用法,反身代词,固定表达,内在特性",
GG-B2-037,Guideword: FORM: (OBJECT) USING 'IT' TO INTRODUCE. CanDo: Can use 'it' as an object with 'make' to introduce something the speaker or writer is going to refer to.,SuperCategory: PRONOUNS. SubCategory: subject/ object,B2,代词it作宾语：用it引入后续内容的结构,"This shyness makes it hard for me to speak in public, or even to go out with my friends as often as I should.、Other retail companies with cheaper prices and lots of discounts make it impossible for us to do business.",make it、find it、consider it,,,"代词it,形式宾语,make it结构,for someone to do something,引入内容",
GG-B2-038,"Guideword: FORM: (SUBJECT) ELLIPSIS. CanDo: Can leave out the subject pronoun with a limited range of verbs, in informal contexts. ► ellipsis",SuperCategory: PRONOUNS. SubCategory: subject/ object,B2,,Must rush now because I have to go out with Paul.、Sounds great.、Got to go now.、Can't wait to hear about your exam.,,,,,
GG-B2-039,Guideword: FORM: (SUBJECT) 'ONE'. CanDo: Can use 'one' as a generic personal pronoun in the subject position to mean people in general. ► generic pronouns,SuperCategory: PRONOUNS. SubCategory: subject/ object,B2,通用人称代词：主语位置上的'one',"If one doesn't live close enough to walk to work, one can choose to get there by bicycle or by car.",if one、one should、one can、one must,,,"通用人称代词,主语位置,泛指,正式语体,一致性",
GG-B2-040,"Guideword: FORM: (SUBJECT) EMPTY 'IT'. CanDo: Can use dummy 'it' with 'appears', 'feels', 'looks' and 'seems'.",SuperCategory: PRONOUNS. SubCategory: subject/ object,B2,形式主语it搭配感官动词：appears、feels、looks、seems,"When you watch a film, it seems to be that you are inside it, and you are a character in it.、… your company has carried out a full investigation on the matter and it appears that the disappearance was not the result of criminal activity. (Portugal; B2 VANTAGE; 2008);、It appears that there was an error with the older computer system.",it appears、it feels、it looks、it seems,,,"形式主语it,感官动词,that从句,主观印象,客观陈述",
GG-B2-041,"Guideword: FORM/USE: 'THOSE', SUBSTITUTION. CanDo: Can use 'those' as a substitute, followed by a relative clause or '-ed' or '-ing'.",SuperCategory: PRONOUNS. SubCategory: demonstratives,B2,指示代词'those'的替代用法：后接关系从句或分词结构,"Moreover, for those who are not interested in sports and who prefer shopping, it would be a good idea to prevent cars and especially lorries from running in the center of the town.、In my opinion students should be forced to study all of the subjects, not only those which are enjoyable.、[talking about buildings]  Those that can be rebuilt wouldn't be demolished.、The opening hours of the store came in for a lot of praise, with 87% of those surveyed ranking it as good.、All those attending are requested to be on time.",those who、those that、those surveyed、those attending,,,"指示代词,替代用法,关系从句,分词结构,复数指代",
GG-B2-042,"Guideword: FORM/USE: 'THESE ONES', 'THOSE ONES' SUBSTITUTION. CanDo: Can use 'these ones', 'those ones' as a substitute for plural countable nouns that have previously been mentioned.",SuperCategory: PRONOUNS. SubCategory: demonstratives,B2,指示代词复数替代：these ones/those ones的用法,"This is only the beginning; there are a lot of things that should be done, but let's just start with these ones.、I have got several of those ones.",these ones、those ones、start with、have got,,,"指示代词,复数替代,these ones,those ones,可数名词",
GG-B2-043,"Guideword: FORM: SUBJECT AND OBJECT PRONOUNS, 'EACH', 'SEVERAL', 'NEITHER', 'ENOUGH'. CanDo: Can use pronouns 'each', 'either', 'enough', 'neither', 'several' as subject and object pronouns.",SuperCategory: PRONOUNS. SubCategory: quantity,B2,"数量代词作主语和宾语：each, several, neither, enough","As you could guess, each has a very unique style.、I would like to enquire if there will be one group or several depending on level of students?、Considering my abilities, there are several that I think you should consider.、Comparing the two firms, both of them go some way towards fulfilling our needs, but neither covers all.、[talking about toilets] They are very clean and there are enough so you don't have to wait.",each of、neither of、enough to、several of,,,"数量代词,主语,宾语,单复数一致,替代名词",
GG-B2-044,"Guideword: FORM: WITH 'OF' + OBJECT PRONOUN. CanDo: Can use a wide range of pronouns ('neither', 'either', 'none') with 'of' followed by an object pronoun.",SuperCategory: PRONOUNS. SubCategory: quantity,B2,代词与'of'结构：neither/either/none + of + 宾语代词,"Stella and her boyfriend, ... lived with Chuck at the same house, but neither of them knew that Chuck had passed a very complicated exam to be a spy for the United States.、Neither of us could forsee any possible rise or fall in the price of wheat.、How about spending the last couple of days doing some activities like skiing, horse riding and rafting. If you are interested in either of them, have a go.、We didn't know what they wanted. and none of us spoke any Italian.",neither of、either of、none of,,,"neither,either,none,宾语代词,of结构",
GG-B2-045,"Guideword: FORM: 'THESE ONES', 'THOSE ONES'. CanDo: Can use 'these ones', 'those ones' as a substitute for plural countable nouns which have already been mentioned or are obvious from the context.","SuperCategory: PRONOUNS. SubCategory: substitution, one, ones, none",B2,代词替代：these ones和those ones的用法,"This is only the beginning; there are a lot of things that should be done, but let's just start with these ones.、Beside those ones, there's also an equal number of individuals who get crippled for life. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass",these ones、those ones、start with、beside,,,"代词替代,复数可数名词,these ones,those ones,上下文指代",
GG-B2-046,"Guideword: FORM/USE: WITH RELATIVE CLAUSES, FOCUS. CanDo: Can use indefinite pronouns with a relative clause to form complex noun phrases, to give focus.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",B2,不定代词与关系从句：用something/anything/everything等构建强调性名词短语,"Something that I like very much is the idea of the classes.、Something extra, which is not really pleasant, is their behavior.、Something really good about it is that it'd give us some work experience, which we don't have right now.、Everything that I believed changed and without any help I managed to write perfectly, according to my teacher.、Everyone who can use a computer can use the new products.",something that、everything that、someone who、anything that,,,"不定代词,关系从句,强调,名词短语,that/which/who",
GG-B2-047,"Guideword: FORM: SUBJECT. CanDo: Can use the full range of indefinite pronouns as subjects, with a singular verb.","SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",B2,不定代词作主语：everything、nothing、everybody等与单数动词的搭配,"But, nowadays nothing is free, so you have to pay for everything.、Her parents had told her everything weeks ago; she had cried and argued, but nothing could change her parents’ opinion.、Yes it was Christmas, that's why everybody tried to smile.、Everywhere is green and clean.、When we came back home, everywhere was very untidy.、I searched my car to see if anything was missing.",everything is、nothing can、everybody tries、everywhere seems,,,"不定代词,主语,单数动词,主谓一致,everything",
GG-B2-048,Guideword: USE: VAGUE EXPRESSIONS. CanDo: Can use indefinite pronouns in vague expressions to refer to things in a non-specific way.,"SuperCategory: PRONOUNS. SubCategory: indefinite - thing, -one, -body etc",B2,不定代词在模糊表达中的用法：-thing、-one、-body等,"Is it worth having a nervous breakdown or anything like that?、My personal idea to help the environment is to try to plant more trees around the college, for example, in the zone behind the college or somewhere else.",anything like that、somewhere else、or something、anyone else,,,"不定代词,模糊表达,非特指,-thing系列,-one系列,-body系列,else搭配",
GG-B2-049,"Guideword: USE: 'WE', 'US', GENERAL. CanDo: Can use 'we' and 'us' to refer to people in general.",SuperCategory: PRONOUNS. SubCategory: generic use,B2,代词泛指用法：用'we'和'us'指代一般人,"These days the car is everywhere, we can see cars all over the world.、In this film we can see the life of a female teenager … in South-Africa.、We all know that being a writer is difficult; either we know how to write or we don't.、Some of us find it very useful, whereas others still have difficulty in accepting technology as a valuable thing for everyone.、[talking about zoos giving us a chance to see many exotic animals] Zoos give us different opportunities to do that and so to understand nature.",we all know、we can see、some of us、give us,,,"泛指,一般人,普遍现象,共同经验,包容性",
GG-B2-050,Guideword: FORM/USE: GENDER NEUTRAL. CanDo: Can use 'they/them' to refer back to indefinite pronouns when we do not know the number or gender.,SuperCategory: PRONOUNS. SubCategory: generic use,B2,不定代词回指：they/them的性别中立用法,"If someone is watching a film that they don't like they can always choose another channel to watch to.、If anyone wishes to make any presentation they can contact Mr. Hari, Events Department.、If a student wants to make music there is no point teaching them science, but to be a good musician I think general knowledge is important as well .",someone、anyone、a student、everyone,,,"不定代词,性别中立,they/them,回指,单数代词",
GG-B2-051,"Guideword: FORM/USE: GENDER NEUTRAL. CanDo: Can use 'he/she', 'he' or 'she' or 'they' to refer back to gender neutral singular nouns or indefinite pronouns when we are not sure of the gender.",SuperCategory: PRONOUNS. SubCategory: generic use,B2,性别中性单数名词回指：he/she、he、she、they的通用用法,"If a child had free time, he/she would play on his/her own and not with other children.、Furthermore, if somebody wants to be a journalist, he or she has to have an enormous knowledge of the world and people, because sometimes they must act like psychologists in order to obtain pieces of information.",a child、somebody、anyone、a person,,,"性别中性,单数名词,不定代词,he/she,they单数用法",
