egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-B1-011,"Guideword: FORM: 'MAKE', 'LET' + INFINITIVE WITHOUT 'TO'. CanDo: Can use 'make' and 'let' + infinitive without 'to'.",SuperCategory: VERBS. SubCategory: patterns_with to and -ing,B1,使役动词make和let的用法：make/let + 动词原形（不带to）,"Let me know if it is suitable for you.、She makes me smile when I'm sad.、She always makes me laugh!、You are eighteen now, you can do what you want and they should let you do it.、I think you should talk with your parents and try to make them understand how you feel and what you prefer.、Maybe your parents are afraid of letting you go away by yourself, they still consider you their baby.",make、let、make someone、let someone,,,"使役动词,动词原形,不带to,make,let",
GG-B1-012,"Guideword: FORM/USE: 'WOULD PREFER' + 'TO', POLITENESS. CanDo: Can use 'would prefer' + 'to' infinitive, often for politeness.",SuperCategory: VERBS. SubCategory: patterns_with to and -ing,B1,礼貌表达偏好：would prefer + to不定式,"I would prefer to pay by cash.、I would prefer to meet you at six o'clock instead of four, at the café in my hometown.、I'd prefer to go on holiday with my friends.",would prefer、i'd prefer、prefer to,,,"would prefer,to不定式,礼貌表达,偏好,instead of",
GG-B1-013,"Guideword: FORM: 'HELP' + OBJECT. CanDo: Can use 'help' + object + infinitive with or without 'to', with no change in meaning.",SuperCategory: VERBS. SubCategory: patterns_with to and -ing,B1,动词help的宾语后接不定式：带to与不带to的用法,I wanted to help him to make some friends. He's just like me.、I hope that it will help you to keep fit.、I hope my advice can help you choose where to go.、This house is terrible and I hope you can help me find something better.,help、help someone、can help、will help,,,"help,不定式,宾语,带to,不带to",
GG-B1-014,Guideword: FORM: VERBS + DIRECT OBJECT + 'TO' INFINITIVE. CanDo: Can use some verbs of requesting and commanding followed by a direct object and a 'to-'infinitive.,SuperCategory: VERBS. SubCategory: patterns_with to and -ing,B1,动词+宾语+to不定式：请求与命令表达,I would like you to come to a picnic on Saturday.、I would like you to come to my office on 16th of May to discuss the terms of the contract.、Your parents want you to go on holiday with them this summer.、You asked me to tell you about one of my friends.,would like、ask、want、tell,,,"动词+宾语+to不定式,请求表达,命令表达,直接宾语,不定式",
GG-B1-015,Guideword: FORM: 'THERE' + MODAL VERBS. CanDo: Can use 'there' with a range of modal verbs + 'be' + complement.,SuperCategory: VERBS. SubCategory: there is/are,B1,there与情态动词搭配：there will/might/could be等结构,"[talking about 20 years in the future] There will be flying cars and buses, and big houses.、In the countryside there wouldn’t be so many people and there is nothing to do.、In the large school there might be a lot of people that you can meet.",there will be、there might be、there could be、there would be,,,"there,情态动词,be动词,存在句,补语",
GG-B1-016,Guideword: FORM: NEGATIVE. CanDo: Can use 'There' + 'be' + 'n’t' with countable and uncountable nouns.,SuperCategory: VERBS. SubCategory: there is/are,B1,there be结构的否定形式：there isn't/aren't/wasn't/weren't,"There isn't any noise.、The spring is the best time because there aren't too many tourists.、There wasn't any message on it, just a big word ""DIE"".、There weren't any people on the bus she took.",there isn't、there aren't、there wasn't、there weren't,,,"there be结构,否定形式,可数名词,不可数名词,any",
GG-B1-017,"Guideword: FORM: REPORTED 'YES-NO' QUESTIONS. CanDo: Can report questions using 'ask' + 'if' or 'whether' + clause, with a pronoun and tense shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：报告一般疑问句（ask + if/whether + 从句）,"You asked me if I like shopping.、I am asking you if we can change the time of the meeting to 5.00 pm.、A very rich movie producer asked her if she wanted to be in a movie, he said she would get paid 500,000 dollars, she agreed.、I asked her if she wanted to go and have dinner together.、Renata, a really good friend of mine, told me she was in this club, but she left it some time ago; she asked me if I was interested in joining this amazing club.、I'm writing to ask whether you're free next Saturday or not.",ask if、ask whether、asked if、asked whether,,,"间接引语,一般疑问句,ask,if,whether,时态变化,代词调整",
GG-B1-018,"Guideword: FORM: REPORTED 'WH-' QUESTIONS. CanDo: Can report 'wh-'questions using a reporting verb + 'wh-'word + clause, with a change of pronoun and tense shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：如何转述特殊疑问句（wh-疑问句）,"I asked why she was here.、I phoned and asked what sports we could play in this club.、When we asked why they were filming our school, they said they were looking for a location where they could film some boys and girls leaving the school and so they filmed us!、He saw a guy sat there so he sat next to him and asked where the football players were.、They filmed it and interviewed a few pupils about what they think about the new swimming pool in the gym and I asked when it would be on TV.",ask why、wonder where、inquire how、want to know what,,,"间接引语,wh-疑问句,报告动词,时态变化,代词调整",
GG-B1-019,"Guideword: FORM: REPORTED STATEMENTS, PRONOUN AND TENSE SHIFT. CanDo: Can report statements using a reporting clause with 'say' or 'tell' + 'that-'clause, with a pronoun and tense shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：用say/tell+that从句转述陈述句（含代词和时态变化）,"I immediately called her to see if everything was o.k. and she said that she had won the lottery and she wanted to give some of the money to me.、He said that she was in big trouble because the phone was a bomb.、They said that our school was the most suitable school for that movie.、He said that it was his phone and he had left it in a cafe. (Uzbekhistan (Republic of); B1 THRESHOLD; 2008; Uzbek; Pass)、He said that he was a nuclear scientist and we had met before.、Mary told me that she was dating John.、In the letter, he told me that he was coming to Madrid on the first of June and he asked me if I was free.",say that、tell that,,,"间接引语,say that,tell that,代词变化,时态后退",
GG-B1-020,"Guideword: FORM/USE: TEMPORAL SHIFTS, FUTURE. CanDo: Can report speech about events in the future with and without backshifts for words relating to time.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：未来事件的转述与时态变化,"At the airport they told him to come the next morning.、The trainer was impressed and said that if I play next time as well as this time, I'll be the 'pointing guard' in the team.、The letter said that he is coming home next month.、Her husband told me that the following day they would return to Germany so that was the last time I saw Sara.",said that、told me、the next day、the following week,,,"间接引语,时态后移,时间状语,未来事件,转述动词",
GG-B1-021,Guideword: FORM: REPORTED REQUESTS AND COMMANDS. CanDo: Can report requests and commands with 'ask' or 'tell' + direct object and 'to-'infinitive.,SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：用ask/tell+宾语+to不定式转述请求和命令,"She asked me to come back as soon as possible because my father is seriously ill.、As the concert finished, I heard someone call my name, I turned and there were two men from security who asked me to go up on the stage.、Dad asked me to help him at work.、He told me to go outside the concert hall and wait for him to come.、I have caught a cold and my doctors told me to rest in bed for a few days.、They told me to stay in the car and watch them and try to remember their faces.",ask、tell、to,,,"间接引语,ask,tell,to-不定式,宾语",
GG-B1-022,"Guideword: FORM: DIRECT SPEECH, REPORTING CLAUSE, END POSITION. CanDo: Can report speech and thought directly using the reporting verb after the reporting clause.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：直接引语后接报告动词的结构,"“Excuse me Sir, but you forgot your mobile phone,"" she said.、""I must take it to the police station,"" she thought.、""Yes of course,"" she answered.、“What have I done?"" I thought.、“What should I do?” she asked herself.、""But where is everybody? Am I alone?"" I asked.、""What's your name?"" he asked.",said、thought、answered,,,"间接引语,直接引语,报告从句,报告动词,词序结构",
GG-B1-023,"Guideword: FORM: DIRECT SPEECH, REPORTING CLAUSE, INITIAL POSITION. CanDo: Can report speech and thought directly, using the reporting verb before the reporting clause.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,直接引语转述：主句在前，引语在后,"He felt like a worm too and he said to me: ""I'm sorry I'm not a good friend"".、Maria answered ""Yes!”、He answered: ""Come with me"".、Then I thought: ""I can't stay in prison"".、He asked ""Are you Clarice?"" I answered yes and then he told me that he was my father.、She asked me ""How about we join the club?""、She thought: ""Should I go to the police or should I go back?”、I thought: ""Either I talk to her now or I won't be able to talk to her anytime!”",said、answered、thought、asked,,,"直接引语,转述动词,主句在前,引号,标点符号",
GG-B1-024,"Guideword: FORM/USE: 'WONDER', REPORTED THOUGHT. CanDo: Can report thought using 'wonder' + 'wh-'word + clause, with a tense shift where relevant.",SuperCategory: REPORTED SPEECH. SubCategory: reported speech,B1,间接引语：用wonder表达疑问想法,"I always had good times with her and was very impatient to read this letter: I wondered what she had written.、I really wondered who he was, but I was embrassed to look at him.",wonder what、wonder who、wonder why、wonder how,,,"间接引语,wonder,wh-疑问词,时态后移,疑问想法",
GG-B1-025,"Guideword: FORM/USE: 'OR SOMETHING ELSE', VAGUE. CanDo: Can form alternative question with 'or something else' as the second alternative to a noun phrase, to refer to something non-specific.",SuperCategory: QUESTIONS. SubCategory: alternatives,B1,选择疑问句：用'or something else'表示非特定选项,"Shall we buy him a book, a CD or something else?、Poetry, history or something else?",or something else、alternative question、vague option,,,"选择疑问句,or something else,非特定选项,名词短语,开放性问题",
GG-B1-026,"Guideword: FORM/USE: 'OR NOT'. CanDo: Can form alternative questions using 'or not' to substitute for a clause, sometimes to express annoyance or impatience.",SuperCategory: QUESTIONS. SubCategory: alternatives,B1,替代疑问句：使用'or not'替代从句,"For a few seconds he was quiet. I couldn't wait, I asked nervously about his exam, did he pass or not?、Do you want to do that or not?、Do you agree with me or not?、Will you be there till that time or not?",or not、do or not、will or not,,,"替代疑问句,or not,二选一提问,不耐烦语气,一般疑问句",
GG-B1-027,Guideword: FORM: PHRASE + PHRASE. CanDo: Can form alternative questions with two phrases combined with 'or'.,SuperCategory: QUESTIONS. SubCategory: alternatives,B1,选择疑问句：用'or'连接两个短语,Is this area in the city or in the countryside?、Do you feel more sympathy for your friends or your parents?,or、prefer、feel sympathy for、in the city、in the countryside,,,"选择疑问句,or连接词,短语平行结构,选项提问,二选一",
GG-B1-028,Guideword: FORM: CLAUSE + CLAUSE. CanDo: Can form alternative questions with two clauses combined with 'or'.,SuperCategory: QUESTIONS. SubCategory: alternatives,B1,选择疑问句：用'or'连接两个从句,Are you still with him or did you two break up?、Should I go there and talk to her or should I stay here?、What do you think about going for walks or jogging in your breaks?,or、should i、are you、what do you think,,,"选择疑问句,or,从句,省略,选项",
GG-B1-029,Guideword: FORM: AFFIRMATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS. CanDo: Can use an increasing range of affirmative tags with affirmative clauses.,SuperCategory: QUESTIONS. SubCategory: tags,B1,肯定句+肯定附加疑问句,"Your boyfriend is also 16, is he?、You bought new black clothes, did you?",is he、did you、have they、will she,,,"附加疑问句,肯定句,确认信息,助动词,语调",
GG-B1-030,"Guideword: FORM: AFFIRMATIVE MAIN CLAUSES + NEGATIVE QUESTION TAGS. CanDo: Can use an increasing range of 'be', 'do', 'have' and modal verb tags with negative main clauses.",SuperCategory: QUESTIONS. SubCategory: tags,B1,肯定主句+否定附加疑问句：aren't you? don't you? 等,"And so you're moving to a different area, aren't you?、You love books, don't you?、It sounds peaceful, doesn't it?、We've arranged to meet at 12, haven't we?、I think it would be fantastic, wouldn't it?、When you come back, we should rent some movies, shouldn't we?、You'll see the programme on the 23rd of August, won't you?、We could go on holiday together, couldn't we?",aren't you、don't you、isn't it、haven't we、won't it,,,"附加疑问句,反意疑问句,动词一致,肯定主句,否定疑问",
GG-B1-031,"Guideword: FORM: NEGATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS. CanDo: Can use an increasing range of affirmative 'be', 'do' and 'have' tags with negative main clauses.",SuperCategory: QUESTIONS. SubCategory: tags,B1,否定主句+肯定附加疑问句：be/do/have的用法,"I mean, your parents don't like discos, do they?、Doesn't sound interesting, does it?、He is not important, is he?、That isn't normal, is it?、You haven't been to my house before, have you?、We haven't met each other for about 1 year, have we?",is not、do not、have not,,,"附加疑问句,否定主句,be动词,do动词,have动词",
GG-B1-032,Guideword: FORM/USE: 'RIGHT' AS AN INFORMAL TAG. CanDo: Can use 'right' as a tag in informal contexts.,SuperCategory: QUESTIONS. SubCategory: tags,B1,非正式语境中的附加疑问词：right,"You are 14 years old, right?、I think you asked if I liked shopping for clothes, right?、You asked me for some help, right?、They're black, right?",right、you are、i think、you asked,,,"附加疑问词,非正式语境,确认信息,寻求同意,日常对话",
GG-B1-033,Guideword: FORM: NEGATIVE QUESTIONS WITH MODALS. CanDo: Can use 'wh-'words + the negative form of modal verbs + subject + main verb to form 'wh-'questions.,SuperCategory: QUESTIONS. SubCategory: wh-,B1,wh-疑问句：情态动词否定形式的结构与应用,Why can't you do both things?、Why couldn't I control myself?,why can't、why couldn't、how couldn't,,,"wh-疑问句,情态动词,否定形式,can't,couldn't",
GG-B1-034,Guideword: FORM: NEGATIVE QUESTIONS WITH 'BE'. CanDo: Can use main verb 'be' + 'n’t' to form negative 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,B1,使用be动词构成否定式一般疑问句,Aren't you excited about it?、Isn't he sweet?、[talking about a cottage] Isn't it in the mountains?,isn't、aren't、wasn't、weren't,,,"否定式一般疑问句,be动词,isn't,aren't,词序",
GG-B1-035,"Guideword: FORM: NEGATIVE QUESTIONS, AUXILIARY VERBS. CanDo: Can use auxiliary 'do' and 'have' + 'n’t' + subject + main verb to form negative 'yes/no' questions.",SuperCategory: QUESTIONS. SubCategory: yes/no,B1,否定式一般疑问句：使用助动词do/have + n't + 主语 + 主要动词,Don't you think so?、Don't you like any programmes?、Don't you think she would be happy?、Don't you know me?、Haven't you seen it yet?、Haven't they got their own style?,don't you、haven't you、doesn't she、didn't they,,,"否定式疑问句,助动词,do,have,n't,词序,一般疑问句",
GG-B1-036,Guideword: FORM: NEGATIVE QUESTIONS MODAL VERBS. CanDo: Can use modal verbs + 'not' + subject + main verb to form 'yes/no' questions.,SuperCategory: QUESTIONS. SubCategory: yes/no,B1,"情态动词否定疑问句：wouldn't you, can't you等","Wouldn't you like to come?、I'm going to a picnic next Saturday with my parents, won't you come with us?、Can't you make both?",wouldn't you、can't you、won't you、shouldn't we,,,"情态动词,否定疑问句,wouldn't you,can't you,词序",
GG-B1-037,Guideword: USE: SEEKING AGREEMENT. CanDo: Can use negative 'yes/no' questions to involve the listener or reader by seeking agreement.,SuperCategory: QUESTIONS. SubCategory: yes/no,B1,否定式一般疑问句：寻求认同的表达,"Finally two days ago I found it in my pocket! It's funny! Don't you think?、They're filming a part of Harry Potter at our school, because our main building is very old. Isn't that great?、You can even just relax and sunbathe while you drink a nice, cold lemonade. Wouldn't that be amazing?、While we were there, there was also a concert and I got to see Rihanna and Chris Brown! Isn't that awesome?",don't you think、isn't that、wouldn't that be、aren't you,,,"否定式疑问句,寻求认同,情感共鸣,互动表达,一般疑问句变体",
GG-B1-038,Guideword: FORM: + 'OF YOURS'. CanDo: Can use the possessive pronoun 'yours' after noun + 'of'.,SuperCategory: PRONOUNS. SubCategory: possessive,B1,名词+of yours：所有格代词yours的特殊用法,Maybe you can take a friend of yours with you there.、I think that it's a very good idea of yours to come to the UK. (Skills for Life (Entry 3); Spanish)、You can ask some friends of yours to join you.,a friend of yours、an idea of yours、some friends of yours、that car of yours,,,"所有格代词,yours,名词+of,所属关系,非正式用法",
GG-B1-039,"Guideword: FORM: COMPARATIVE CLAUSES WITH 'MINE', 'YOURS'. CanDo: Can use the possessive pronouns 'mine' and 'yours', with singular reference, in comparative clauses after '(not) as … as'.",SuperCategory: PRONOUNS. SubCategory: possessive,B1,比较从句中的物主代词：mine和yours在as...as结构中的用法,"Hope you have a friend as good as mine!、My bedroom is not as big as yours but it is lovely.、My town isn't very big, so I think it won't grow as fast as yours.、I hope […] my English becomes as good as yours.",as good as、as big as、as fast as、not as...as,,,"物主代词,mine,yours,比较从句,as...as结构",
GG-B1-040,Guideword: General comment. CanDo: ,SuperCategory: PRONOUNS. SubCategory: possessive,B1,物主代词：表示所有关系的代词用法,,my book、her car、is mine、yours is,,,"物主代词,形容词性物主代词,名词性物主代词,所有关系,人称一致",
GG-B1-041,"Guideword: FORM: 'YOURS' AS SUBJECT. CanDo: Can use the possessive pronoun 'yours', with singular reference, in subject position.",SuperCategory: PRONOUNS. SubCategory: possessive,B1,物主代词'yours'作主语：单数指代用法,"We bought it because yours is very old and sometimes stops working.、I really needed some extra information, and yours was very useful.",because yours、and yours、but yours、yours is,,,"物主代词,主语位置,单数指代,避免重复,动词一致",
GG-B1-042,"Guideword: FORM: SAME SUBJECT AND OBJECT, SINGULAR. CanDo: Can use an increasing range of singular reflexive pronouns with an increasing range of verbs to refer to actions where the subject and object of the verb are the same.",SuperCategory: PRONOUNS. SubCategory: reflexive,B1,单数反身代词：主语与宾语相同时的用法,I decided to talk to him and introduce myself.、First you should ask yourself if you have enough money for the journey.、Lisa told herself to be strong and hoped everything would be alright.、I was really surprised when I read the e-mail. It was from someone who calls himself  the black shadow.,introduce oneself、ask oneself、tell oneself、call oneself,,,"反身代词,主语宾语一致,单数形式,及物动词,自我指代",
GG-B1-043,"Guideword: FORM/USE: 'BY' + SINGULAR. CanDo: Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' with 'by' to mean alone, without any help.",SuperCategory: PRONOUNS. SubCategory: reflexive,B1,反身代词与by搭配：表示独自完成,I will ask my friends from the class and I will study by myself.、You can do some exercise by yourself.、He tried to open it by himself.、She decided to find him by herself.,by myself、by yourself、by himself、by herself,,,"反身代词,by,独自,独立完成,myself,yourself,himself,herself",
GG-B1-044,"Guideword: FORM: SINGULAR, AFTER PREPOSITIONS. CanDo: Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' after prepositions where the object of the preposition is the same as the subject of the verb.",SuperCategory: PRONOUNS. SubCategory: reflexive,B1,"介词后的单数反身代词：myself, yourself, himself, herself",He told me about himself and how he started playing the guitar.、Now she was very proud of herself.,about、of、for、by,,,"反身代词,介词宾语,主语一致,反射动作,单数形式",
GG-B1-045,"Guideword: USE: SINGULAR, FOR EMPHASIS. CanDo: Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' for emphasis.",SuperCategory: PRONOUNS. SubCategory: reflexive,B1,"反身代词强调用法：myself, yourself, himself, herself","The best solution will be if you decide yourself what to do.、I think it was the director himself who guided the actress through our wonderful school gardens to film the opening scene there.、The food was delicious, especially the cake, which Sandra had cooked herself.",decide yourself、cook herself、guide himself、do it myself,,,"反身代词,强调用法,myself,yourself,himself,herself,亲自",
GG-B1-046,Guideword: FORM: (SUBJECT) USING 'IT' TO INTRODUCE. CanDo: Can use dummy 'it' as a subject to introduce something the speaker or writer is going to refer to.,SuperCategory: PRONOUNS. SubCategory: subject/ object,B1,形式主语it：用于引出话题的虚拟主语,It is best to spend your time in the countryside.、It's boring to be at home when you have a lot of free time.、It's normal that your parents want you to go with them.,it is、it seems、it appears、it's normal,,,"形式主语it,虚拟主语,不定式短语,that从句,句型结构",
GG-B1-047,"Guideword: USE: 'THIS', ALREADY MENTIONED. CanDo: Can use 'this' as a pronoun to refer back to whole clauses or sentences, especially to highlight or continue an important topic.",SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词'this'：回指前文句子或从句,"To stay fit I'm eating lots of fruit and vegetables, but meat and fish, too. I think you should do this, too, if you haven't done it in the past.、People usually don't care about the cost. Because of this, weddings are more amazing.、My room seems to be very cold and very unfriendly. I think flowers and pictures change this.、Our department currently has a lot of work to do, because there are so many conferences to arrange, and it needs a person to be in charge of this.",because of this、do this、change this、in charge of this,,,"指示代词,回指,连贯性,强调功能,话题延续",
GG-B1-048,Guideword: FORM: 'THOSE'. CanDo: Can use 'those' as a pronoun with plural reference.  ►  noun phrases,SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词'those'的复数用法：指代前文提到的复数名词,"Most of my clothes are lemon, green or orange, those are my favourite colours!、Well, those are my ideas but you are the ones that are coming, and maybe you don't like the countryside.",those are、like those、among those、unlike those,,,"指示代词,复数指代,those,代词用法,避免重复",
GG-B1-049,"Guideword: USE: 'THOSE', ALREADY MENTIONED. CanDo: Can use 'those' as a pronoun to refer to things which have already been mentioned.  ►  noun phrases",SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词'those'：指代已提及事物的用法,"Those are the things I like the most about her.、I don't really think I'd move, but if I had to, I would love to live in a city like Paris or Rome. I'm very keen on cities like those.",like those、those are、similar to those,,,"指示代词,those,已提及事物,复数名词,替代用法",
GG-B1-050,Guideword: FORM: 'THESE'. CanDo: Can use 'these' as a pronoun with plural reference.  ►  noun phrases,SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词'These'的复数用法：指代多个事物,"These are the most important years for us as teenagers, and they have to be the best years!、These are the main things that I can tell you.",these are、these are the、these are my、these are important,,,"指示代词,复数形式,These are,指代对象,近指",
GG-B1-051,"Guideword: USE: 'THESE', ALREADY MENTIONED. CanDo: Can use 'these' as a pronoun to refer to something with immediate relevance which has already been mentioned.  ►  noun phrases  ►  pronouns: demonstrative",SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词these：指代已提及的相关事物,"He is very clever and generous, and these are the things that I like most about him.、There are a few interesting and funny programmes like The Simpsons, Password or José Mota's hour. These are the only programmes I like watching.、I think that we have similar taste about things like these.",these are、like these、among these,,,"指示代词,these,已提及,复数指代,语境相关",
GG-B1-052,"Guideword: FORM/USE: 'THIS ONE', 'THAT ONE' SUBSTITUTION. CanDo: Can use 'this one', 'that one' as a substitute for countable singular nouns that have previously been mentioned.",SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词替代用法：this one/that one 替代可数单数名词,"I don't usually wear dresses but I had to buy this one because I am going to be in a singing competition.、[talking about a film] I have chosen that one because of my father and brother, they also like it.",this one、that one、choose、buy、like,,,"指示代词,可数单数名词,替代用法,this one,that one",
GG-B1-053,Guideword: FORM: MODIFYING. CanDo: Can use quantifying determiners + 'of' with demonstrative pronouns  ► determiners: demonstrative,SuperCategory: PRONOUNS. SubCategory: demonstratives,B1,指示代词与量化限定词+of的搭配用法,"If you can't, you must choose one of these.、And we have to go to Sydney to see all of that.、There are a lot of programmes in my country, but only some of these are interesting.",some of、all of、one of、many of,,,"指示代词,量化限定词,of结构,部分与整体,数量表达",
GG-B1-054,"Guideword: FORM: SUBJECT AND OBJECT PRONOUNS, 'BOTH', 'A FEW', 'ANOTHER'. CanDo: Can use 'both', 'a few', 'another' as subject and object pronouns.",SuperCategory: PRONOUNS. SubCategory: quantity,B1,数量代词：both、a few、another作主语和宾语,"[talking about two types of exercise] Both are going to keep you fit.、Both are very good films.、About going to the city or to the countryside, I think you'll enjoy both.、I am happy to select a few.、Well, in my country there are lots of programmes but only a few are interesting.、Moving from an area to another is not very simple, but there isn't a problem without a solution.",both、a few、another,,,"数量代词,both,a few,another,主谓一致",
GG-B1-055,"Guideword: FORM: WITH 'OF' + OBJECT PRONOUN. CanDo: Can use an increasing range of pronouns ('some', 'a few', 'any', 'each') with 'of' followed by an object pronoun.",SuperCategory: PRONOUNS. SubCategory: quantity,B1,"数量代词与'of'加宾语代词连用：some of them, any of us等","Of course some of them are closer than others but I love them all.、I have shot many photos with my new digital camera and I will send some of them by e-mail for you.、Children my age are playing too long with their computers.... But only a few of them.、So travelling is not at all a problem for any of us.、Please ensure each of them has a computer, and they can practise for at least half an hour after class.",some of、a few of、any of、each of,,,"数量代词,宾语代词,of介词,部分表达,群体指代",
